delivery_id,supplier_id,supplier_name,product_id,delivery_date,quantity_received,unit_cost
DEL-001375,SUP-102,Pacific Rim Wholesale,276,2026-02-19,285,120.96
DEL-001085,SUP-109,Redstone Distribution,224,2026-02-19,33,145.32
DEL-000749,SUP-105,Union Trade Logistics,151,2026-02-20,243,154.03
DEL-001981,SUP-103,Atlas Consumer Goods,390,2026-02-20,67,22.68
DEL-000399,SUP-102,Pacific Rim Wholesale,80,2026-02-20,50,89.23
DEL-000225,SUP-107,Crestwood Vendor Solutions,47,2026-02-20,51,113.15
DEL-000468,SUP-107,Crestwood Vendor Solutions,94,2026-02-20,80,287.98
DEL-001758,SUP-101,Northgate Distribution Co.,351,2026-02-20,29,183.97
DEL-002398,SUP-110,Vantage Point Supply Co.,474,2026-02-20,20,7.07
DEL-001108,SUP-106,Silverline Import Group,228,2026-02-20,231,148.2
DEL-000502,SUP-107,Crestwood Vendor Solutions,100,2026-02-21,35,190.38
DEL-001607,SUP-108,Harborline Wholesale,321,2026-02-21,29,209.46
DEL-001884,SUP-106,Silverline Import Group,374,2026-02-21,58,273.9
DEL-001006,SUP-109,Redstone Distribution,205,2026-02-21,73,163.28
DEL-001688,SUP-105,Union Trade Logistics,336,2026-02-22,711,35.13
DEL-000028,SUP-109,Redstone Distribution,8,2026-02-22,262,236.62
DEL-002461,SUP-109,Redstone Distribution,490,2026-02-22,247,159.11
DEL-000545,SUP-103,Atlas Consumer Goods,106,2026-02-22,29,196.28
DEL-000336,SUP-101,Northgate Distribution Co.,69,2026-02-22,39,178.63
DEL-001056,SUP-109,Redstone Distribution,217,2026-02-23,58,58.42
DEL-001058,SUP-101,Northgate Distribution Co.,217,2026-02-23,848,52.53
DEL-002149,SUP-104,Meridian Supply Partners,427,2026-02-23,26,30.0
DEL-001220,SUP-101,Northgate Distribution Co.,249,2026-02-23,27,228.74
DEL-001426,SUP-108,Harborline Wholesale,287,2026-02-23,69,
DEL-001112,SUP-103,Atlas Consumer Goods,229,2026-02-24,209,142.18
DEL-001521,SUP-104,Meridian Supply Partners,306,2026-02-24,49,216.36
DEL-002068,SUP-102,Pacific Rim Wholesale,410,2026-02-24,41,97.86
DEL-002472,SUP-104,Meridian Supply Partners,492,2026-02-24,25,185.71
DEL-002304,SUP-110,Vantage Point Supply Co.,454,2026-02-25,66,43.47
DEL-000488,SUP-102,Pacific Rim Wholesale,97,2026-02-25,168,160.92
DEL-000317,SUP-103,Atlas Consumer Goods,64,2026-02-25,48,210.72
DEL-000251,SUP-107,Crestwood Vendor Solutions,53,2026-02-25,74,
DEL-000251,SUP-107,Crestwood Vendor Solutions,53,2026-02-25,74,
DEL-000142,SUP-103,Atlas Consumer Goods,30,2026-02-26,37,223.65
DEL-000969,SUP-107,Crestwood Vendor Solutions,198,2026-02-26,186,238.13
DEL-000232,SUP-109,Redstone Distribution,49,2026-02-26,26,38.32
DEL-001345,SUP-110,Vantage Point Supply Co.,273,2026-02-27,1049,
DEL-002121,SUP-102,Pacific Rim Wholesale,421,2026-02-27,76,214.98
DEL-000569,SUP-103,Atlas Consumer Goods,113,2026-02-27,64,159.94
DEL-000864,SUP-104,Meridian Supply Partners,173,2026-02-27,186,208.76
DEL-000770,SUP-107,Crestwood Vendor Solutions,157,2026-02-27,26,188.21
DEL-001345,SUP-110,Vantage Point Supply Co.,273,2026-02-27,1049,
DEL-001976,SUP-108,Harborline Wholesale,389,2026-02-27,68,7.81
DEL-001628,SUP-102,Pacific Rim Wholesale,326,2026-02-27,238,188.68
DEL-001406,SUP-106,Silverline Import Group,284,2026-02-27,901,300.3
DEL-000539,SUP-103,Atlas Consumer Goods,106,2026-02-28,56,190.7
DEL-000258,SUP-109,Redstone Distribution,55,2026-02-28,64,235.66
DEL-001049,SUP-103,Atlas Consumer Goods,216,2026-02-28,120,323.4
DEL-002500,SUP-110,Vantage Point Supply Co.,497,2026-02-28,27,226.17
DEL-002381,SUP-105,Union Trade Logistics,470,2026-02-28,37,60.81
