delivery_id,supplier_id,supplier_name,product_id,delivery_date,quantity_received,unit_cost
DEL-000024,SUP-104,Meridian Supply Partners,7,2025-12-07,47,206.98
DEL-001531,SUP-104,Meridian Supply Partners,309,2025-12-07,76,252.84
DEL-000676,SUP-102,Pacific Rim Wholesale,135,2025-12-07,982,108.62
DEL-000548,SUP-107,Crestwood Vendor Solutions,108,2025-12-07,63,234.11
DEL-002488,SUP-104,Meridian Supply Partners,496,2025-12-07,187,214.9
DEL-002070,SUP-102,Pacific Rim Wholesale,410,2025-12-08,41,98.0
DEL-002348,SUP-106,Silverline Import Group,463,2025-12-08,180,245.54
DEL-001898,SUP-107,Crestwood Vendor Solutions,377,2025-12-08,129,189.03
DEL-001247,SUP-105,Union Trade Logistics,253,2025-12-08,29,35.34
DEL-001105,SUP-106,Silverline Import Group,228,2025-12-09,113,135.85
DEL-001105,SUP-106,Silverline Import Group,228,2025-12-09,113,135.85
DEL-001973,SUP-104,Meridian Supply Partners,388,2025-12-09,46,96.65
DEL-002118,SUP-102,Pacific Rim Wholesale,421,2025-12-09,225,187.05
DEL-000071,SUP-102,Pacific Rim Wholesale,16,2025-12-09,52,180.46
DEL-001488,SUP-104,Meridian Supply Partners,300,2025-12-10,32,145.21
DEL-001376,SUP-106,Silverline Import Group,276,2025-12-10,228,132.4
DEL-000133,SUP-102,Pacific Rim Wholesale,27,2025-12-10,73,238.69
DEL-001656,SUP-104,Meridian Supply Partners,331,2025-12-10,279,43.35
DEL-002309,SUP-110,Vantage Point Supply Co.,454,2025-12-10,29,41.23
DEL-002298,SUP-101,Northgate Distribution Co.,452,2025-12-11,123,118.82
DEL-000370,SUP-109,Redstone Distribution,75,2025-12-11,122,297.98
DEL-001751,SUP-103,Atlas Consumer Goods,350,2025-12-11,48,222.38
DEL-001399,SUP-109,Redstone Distribution,281,2025-12-11,183,153.17
DEL-002285,SUP-104,Meridian Supply Partners,449,2025-12-11,252,260.22
DEL-001980,SUP-103,Atlas Consumer Goods,390,2025-12-12,78,21.3
DEL-001769,SUP-108,Harborline Wholesale,353,2025-12-12,77,3.51
DEL-000715,SUP-105,Union Trade Logistics,143,2025-12-12,24,117.75
DEL-000040,SUP-108,Harborline Wholesale,11,2025-12-12,179,126.58
DEL-000088,SUP-110,Vantage Point Supply Co.,19,2025-12-12,56,39.09
DEL-000670,SUP-103,Atlas Consumer Goods,134,2025-12-12,38,89.14
DEL-001461,SUP-102,Pacific Rim Wholesale,295,2025-12-13,150,177.53
DEL-001075,SUP-109,Redstone Distribution,221,2025-12-13,78,71.64
DEL-001514,SUP-110,Vantage Point Supply Co.,305,2025-12-13,43,16.1
DEL-002382,SUP-105,Union Trade Logistics,470,2025-12-13,77,64.33
DEL-001926,SUP-105,Union Trade Logistics,381,2025-12-13,102,192.51
DEL-001167,SUP-108,Harborline Wholesale,240,2025-12-13,56,9.96
DEL-001829,SUP-109,Redstone Distribution,364,2025-12-13,124,167.42
DEL-000493,SUP-104,Meridian Supply Partners,98,2025-12-14,39,151.67
DEL-000011,SUP-103,Atlas Consumer Goods,3,2025-12-14,195,195.94
DEL-001300,SUP-108,Harborline Wholesale,264,2025-12-14,239,183.42
DEL-001160,SUP-105,Union Trade Logistics,238,2025-12-14,31,299.07
DEL-000822,SUP-107,Crestwood Vendor Solutions,167,2025-12-14,40,7.04
DEL-002018,SUP-101,Northgate Distribution Co.,399,2025-12-14,206,299.97
DEL-000672,SUP-103,Atlas Consumer Goods,134,2025-12-14,32,89.74
DEL-000636,SUP-106,Silverline Import Group,127,2025-12-14,216,131.39
DEL-001840,SUP-103,Atlas Consumer Goods,365,2025-12-15,221,168.06
DEL-002085,SUP-106,Silverline Import Group,414,2025-12-16,874,236.05
DEL-001303,SUP-106,Silverline Import Group,265,2025-12-16,162,130.09
DEL-000630,SUP-105,Union Trade Logistics,126,2025-12-16,52,238.83
DEL-000737,SUP-101,Northgate Distribution Co.,147,2025-12-16,206,23.17
DEL-002438,SUP-110,Vantage Point Supply Co.,484,2025-12-16,33,212.94
DEL-001124,SUP-104,Meridian Supply Partners,230,2025-12-17,53,117.57
DEL-000266,SUP-102,Pacific Rim Wholesale,56,2025-12-17,72,215.85
DEL-000357,SUP-102,Pacific Rim Wholesale,71,2025-12-17,66,166.28
DEL-002023,SUP-105,Union Trade Logistics,400,2025-12-17,64,194.31
DEL-000506,SUP-105,Union Trade Logistics,101,2025-12-17,207,48.31
DEL-000096,SUP-101,Northgate Distribution Co.,20,2025-12-17,35,219.15
DEL-000443,SUP-110,Vantage Point Supply Co.,90,2025-12-18,238,48.06
DEL-000833,SUP-105,Union Trade Logistics,168,2025-12-18,73,71.36
DEL-002009,SUP-102,Pacific Rim Wholesale,396,2025-12-18,756,43.67
DEL-001978,SUP-108,Harborline Wholesale,389,2025-12-18,23,8.63
DEL-002200,SUP-101,Northgate Distribution Co.,435,2025-12-18,61,236.25
DEL-001489,SUP-104,Meridian Supply Partners,300,2025-12-18,47,138.26
DEL-000617,SUP-107,Crestwood Vendor Solutions,125,2025-12-18,49,164.89
DEL-001233,SUP-104,Meridian Supply Partners,251,2025-12-18,78,143.64
DEL-001592,SUP-105,Union Trade Logistics,317,2025-12-18,57,138.79
DEL-000886,SUP-109,Redstone Distribution,177,2025-12-18,41,161.32
DEL-002337,SUP-109,Redstone Distribution,460,2025-12-18,45,51.73
DEL-000398,SUP-102,Pacific Rim Wholesale,80,2025-12-18,62,81.23
DEL-000839,SUP-108,Harborline Wholesale,170,2025-12-18,69,254.64
DEL-000269,SUP-102,Pacific Rim Wholesale,56,2025-12-19,28,226.97
DEL-000538,SUP-103,Atlas Consumer Goods,106,2025-12-19,875,183.76
DEL-002379,SUP-105,Union Trade Logistics,470,2025-12-19,184,63.67
DEL-001093,SUP-105,Union Trade Logistics,226,2025-12-19,75,192.05
DEL-000101,SUP-109,Redstone Distribution,21,2025-12-20,41,55.0
DEL-001727,SUP-108,Harborline Wholesale,344,2025-12-20,221,289.96
DEL-000375,SUP-109,Redstone Distribution,75,2025-12-20,41,312.39
DEL-002003,SUP-102,Pacific Rim Wholesale,396,2025-12-20,76,43.95
DEL-002279,SUP-105,Union Trade Logistics,448,2025-12-20,46,71.11
DEL-000525,SUP-109,Redstone Distribution,104,2025-12-20,73,211.39
DEL-001043,SUP-103,Atlas Consumer Goods,214,2025-12-20,44,234.11
DEL-000780,SUP-101,Northgate Distribution Co.,158,2025-12-20,46,148.52
DEL-000893,SUP-106,Silverline Import Group,178,2025-12-21,46,271.03
DEL-000526,SUP-102,Pacific Rim Wholesale,105,2025-12-21,268,212.62
DEL-000526,SUP-102,Pacific Rim Wholesale,105,2025-12-21,268,212.62
DEL-001393,SUP-107,Crestwood Vendor Solutions,280,2025-12-21,170,68.56
DEL-000758,SUP-109,Redstone Distribution,153,2025-12-21,53,20.43
DEL-001634,SUP-103,Atlas Consumer Goods,327,2025-12-22,726,30.07
DEL-002185,SUP-110,Vantage Point Supply Co.,432,2025-12-22,62,34.95
DEL-001401,SUP-110,Vantage Point Supply Co.,282,2025-12-22,40,169.27
DEL-000530,SUP-102,Pacific Rim Wholesale,105,2025-12-22,32,238.12
DEL-001837,SUP-103,Atlas Consumer Goods,365,2025-12-22,80,165.31
DEL-002386,SUP-105,Union Trade Logistics,470,2025-12-22,974,65.32
DEL-002119,SUP-102,Pacific Rim Wholesale,421,2025-12-23,675,206.98
DEL-000181,SUP-105,Union Trade Logistics,36,2025-12-23,25,223.0
DEL-001242,SUP-107,Crestwood Vendor Solutions,253,2025-12-23,142,37.52
DEL-000180,SUP-105,Union Trade Logistics,36,2025-12-23,242,227.1
DEL-000036,SUP-109,Redstone Distribution,10,2025-12-23,65,158.29
DEL-002266,SUP-101,Northgate Distribution Co.,446,2025-12-23,79,157.12
DEL-001157,SUP-101,Northgate Distribution Co.,237,2025-12-23,29,236.79
DEL-001162,SUP-105,Union Trade Logistics,238,2025-12-24,43,270.97
DEL-000296,SUP-109,Redstone Distribution,61,2025-12-24,141,220.2
DEL-000691,SUP-109,Redstone Distribution,138,2025-12-24,140,57.69
DEL-001198,SUP-110,Vantage Point Supply Co.,245,2025-12-24,118,98.9
DEL-001218,SUP-101,Northgate Distribution Co.,249,2025-12-24,205,
DEL-001311,SUP-110,Vantage Point Supply Co.,266,2025-12-24,48,162.28
DEL-000353,SUP-102,Pacific Rim Wholesale,71,2025-12-24,129,159.46
DEL-001761,SUP-101,Northgate Distribution Co.,351,2025-12-25,50,183.09
DEL-001979,SUP-108,Harborline Wholesale,389,2025-12-25,192,8.94
DEL-001374,SUP-106,Silverline Import Group,276,2025-12-25,1020,125.5
DEL-001061,SUP-102,Pacific Rim Wholesale,218,2025-12-25,49,101.78
DEL-000441,SUP-110,Vantage Point Supply Co.,90,2025-12-26,229,44.47
DEL-001777,SUP-107,Crestwood Vendor Solutions,355,2025-12-26,280,54.84
DEL-001113,SUP-103,Atlas Consumer Goods,229,2025-12-26,48,154.04
DEL-001118,SUP-103,Atlas Consumer Goods,229,2025-12-26,42,149.54
DEL-000378,SUP-109,Redstone Distribution,76,2025-12-26,60,327.4
DEL-000946,SUP-109,Redstone Distribution,192,2025-12-26,698,61.36
DEL-000664,SUP-109,Redstone Distribution,133,2025-12-26,33,76.3
DEL-001275,SUP-101,Northgate Distribution Co.,258,2025-12-27,22,46.4
DEL-002224,SUP-105,Union Trade Logistics,439,2025-12-27,27,115.84
DEL-000930,SUP-109,Redstone Distribution,188,2025-12-27,51,81.22
DEL-001169,SUP-108,Harborline Wholesale,240,2025-12-27,74,9.14
DEL-001232,SUP-104,Meridian Supply Partners,251,2025-12-27,26,153.05
DEL-001573,SUP-106,Silverline Import Group,314,2025-12-27,24,239.32
DEL-002384,SUP-105,Union Trade Logistics,470,2025-12-27,855,61.03
DEL-002198,SUP-101,Northgate Distribution Co.,435,2025-12-27,715,242.39
DEL-002251,SUP-107,Crestwood Vendor Solutions,445,2025-12-28,287,156.66
DEL-001705,SUP-103,Atlas Consumer Goods,339,2025-12-28,54,71.99
DEL-002205,SUP-105,Union Trade Logistics,436,2025-12-28,78,242.0
DEL-001699,SUP-103,Atlas Consumer Goods,337,2025-12-28,31,193.06
DEL-001988,SUP-104,Meridian Supply Partners,393,2025-12-28,128,71.96
DEL-001286,SUP-104,Meridian Supply Partners,261,2025-12-28,105,138.66
DEL-001326,SUP-102,Pacific Rim Wholesale,268,2025-12-29,883,126.11
DEL-001915,SUP-110,Vantage Point Supply Co.,379,2025-12-29,77,191.75
DEL-001216,SUP-108,Harborline Wholesale,248,2025-12-29,1066,57.34
DEL-001960,SUP-103,Atlas Consumer Goods,385,2025-12-29,296,177.6
DEL-002361,SUP-103,Atlas Consumer Goods,465,2025-12-30,59,214.76
DEL-000246,SUP-107,Crestwood Vendor Solutions,52,2025-12-30,39,213.57
DEL-001053,SUP-103,Atlas Consumer Goods,216,2025-12-30,35,317.06
DEL-001678,SUP-104,Meridian Supply Partners,335,2025-12-30,35,113.18
DEL-001843,SUP-103,Atlas Consumer Goods,365,2025-12-30,176,176.36
DEL-001505,SUP-107,Crestwood Vendor Solutions,303,2025-12-30,257,39.65
DEL-001637,SUP-110,Vantage Point Supply Co.,328,2025-12-31,272,281.39
DEL-000687,SUP-109,Redstone Distribution,138,2025-12-31,192,59.88
DEL-002214,SUP-102,Pacific Rim Wholesale,437,2025-12-31,79,84.21
DEL-001463,SUP-102,Pacific Rim Wholesale,295,2025-12-31,122,182.6
DEL-000595,SUP-101,Northgate Distribution Co.,119,2025-12-31,712,248.68
DEL-001236,SUP-106,Silverline Import Group,252,2025-12-31,257,140.92
DEL-000371,SUP-109,Redstone Distribution,75,2025-12-31,126,323.02
DEL-001333,SUP-110,Vantage Point Supply Co.,271,2025-12-31,54,197.28
DEL-000583,SUP-101,Northgate Distribution Co.,117,2025-12-31,20,179.48
DEL-000899,SUP-102,Pacific Rim Wholesale,179,2025-12-31,39,190.01
