order_id,customer_id,store_id,order_timestamp,payment_method,order_status,total_amount,created_timestamp,updated_timestamp,is_active
110050,1831,15,2027-02-08 14:34:11,Credit Card,Returned,1771.24,2027-02-01 12:24:07,2027-02-03 14:24:07,Y
110051,286,15,2027-02-20 05:06:38,Online,Cancelled,2865.52,2027-02-14 02:30:20,2027-02-16 23:30:20,Y
110052,1083,23,2027-02-08 14:08:49,Gift Card,Cancelled,4273.14,2027-02-17 19:00:46,2027-02-18 06:00:46,Y
110053,613,21,2027-02-07 16:25:47,Cash,Cancelled,2471.32,2027-02-19 15:01:46,2027-02-20 02:01:46,Y
110054,627,13,2027-02-04 11:46:11,Online,Cancelled,181.24,2027-02-01 02:14:19,2027-02-01 15:14:19,Y
110055,783,20,2027-02-17 04:08:34,Credit Card,Pending,4497.12,2027-02-07 12:37:43,2027-02-08 15:37:43,Y
110056,1668,7,2027-02-22 10:19:06,Credit Card,Returned,4510.82,2027-02-19 13:22:24,2027-02-21 02:22:24,Y
110057,514,4,2027-02-25 12:41:31,Credit Card,Cancelled,766.23,2027-02-19 16:49:43,2027-02-20 23:49:43,Y
110058,385,10,2027-02-12 19:24:08,Gift Card,Cancelled,4537.47,2027-02-12 10:56:41,2027-02-14 03:56:41,Y
110059,1799,5,2027-02-09 22:06:33,Gift Card,Returned,4012.31,2027-02-17 00:42:54,2027-02-19 08:42:54,Y
110060,814,12,2027-02-10 20:31:38,Debit Card,Completed,4781.96,2027-02-27 20:52:12,2027-02-28 18:52:12,Y
110061,285,25,2027-02-26 08:50:19,Debit Card,Returned,2991.04,2027-02-15 07:11:52,2027-02-16 21:11:52,Y
110062,1775,6,2027-02-02 16:13:43,Debit Card,Cancelled,74.1,2027-02-16 00:16:13,2027-02-16 15:16:13,Y
110063,1834,14,2027-02-17 06:47:50,Cash,Cancelled,1362.22,2027-02-21 07:03:23,2027-02-22 14:03:23,Y
110064,1079,4,2027-02-22 14:44:04,Gift Card,Pending,3638.77,2027-02-02 21:54:39,2027-02-03 03:54:39,Y
110065,1501,5,2027-02-20 04:34:42,Debit Card,Cancelled,3802.62,2027-02-13 21:57:06,2027-02-15 03:57:06,Y
110066,1128,25,2027-02-05 05:49:18,Debit Card,Returned,1798.69,2027-02-15 16:01:37,2027-02-18 01:01:37,Y
110067,692,8,2027-02-09 08:13:40,Cash,Pending,3779.44,2027-02-11 06:09:20,2027-02-11 21:09:20,Y
110068,868,7,2027-02-20 11:55:41,Debit Card,Returned,3740.8,2027-02-11 06:49:46,2027-02-13 15:49:46,Y
110069,1178,20,2027-02-26 14:16:27,Gift Card,Pending,1523.89,2027-02-10 14:42:46,2027-02-13 13:42:46,Y
110070,234,24,2027-02-10 01:20:04,Cash,Pending,3386.63,2027-02-17 22:15:56,2027-02-18 23:15:56,Y
110071,219,16,2027-02-05 07:17:18,Cash,Cancelled,970.48,2027-02-13 13:16:59,2027-02-14 06:16:59,Y
110072,1898,23,2027-02-08 12:00:11,Credit Card,Cancelled,653.98,2027-02-10 16:25:42,2027-02-12 06:25:42,Y
110073,1546,18,2027-02-13 23:26:59,Gift Card,Cancelled,3826.96,2027-02-04 14:38:26,2027-02-06 17:38:26,Y
110074,1939,4,2027-02-26 19:59:49,Debit Card,Cancelled,966.7,2027-02-13 14:21:21,2027-02-16 03:21:21,Y
110075,1343,16,2027-02-23 13:28:13,Gift Card,Cancelled,2424.77,2027-02-13 18:25:45,2027-02-15 23:25:45,Y
110076,1849,10,2027-02-18 22:04:17,Credit Card,Pending,1489.05,2027-02-07 06:50:01,2027-02-09 21:50:01,Y
110077,1803,24,2027-02-07 00:27:58,Online,Pending,1898.08,2027-02-05 18:57:20,2027-02-05 22:57:20,Y
110078,17,8,2027-02-15 02:02:50,Cash,Returned,3975.0,2027-02-21 22:47:36,2027-02-23 14:47:36,Y
110079,615,3,2027-02-11 20:29:15,Debit Card,Pending,347.25,2027-02-28 00:17:59,2027-02-28 23:59:59,Y
110080,42,18,2027-02-24 14:43:45,Gift Card,Completed,2081.95,2027-02-15 14:45:39,2027-02-15 20:45:39,Y
110081,932,12,2027-02-12 06:29:23,Gift Card,Cancelled,5636.71,2027-02-16 03:03:36,2027-02-18 08:03:36,Y
110082,9,6,2027-02-19 03:16:16,Gift Card,Returned,1827.66,2027-02-06 16:11:10,2027-02-08 20:11:10,Y
110083,1384,16,2027-02-11 20:33:56,Online,Cancelled,3925.75,2027-02-05 18:52:21,2027-02-06 21:52:21,Y
110084,526,13,2027-02-08 22:12:30,Gift Card,Completed,2113.88,2027-02-15 05:26:32,2027-02-15 18:26:32,Y
110085,29,23,2027-02-22 02:38:25,Online,Completed,2181.13,2027-02-02 17:54:41,2027-02-03 04:54:41,Y
110086,951,16,2027-02-18 02:18:17,Cash,Cancelled,2349.0,2027-02-06 21:49:50,2027-02-07 06:49:50,Y
110087,704,25,2027-02-04 01:21:34,Credit Card,Pending,2251.86,2027-02-07 06:30:44,2027-02-09 01:30:44,Y
110088,25,8,2027-02-24 06:09:40,Cash,Cancelled,3417.92,2027-02-20 22:51:00,2027-02-23 13:51:00,Y
110089,18,4,2027-02-28 06:29:30,Cash,Cancelled,2275.59,2027-02-15 14:26:43,2027-02-15 20:26:43,Y
110090,56,15,2027-02-10 03:49:27,Credit Card,Pending,1321.16,2027-02-16 20:19:59,2027-02-18 20:19:59,Y
110091,1641,13,2027-02-22 07:08:52,Gift Card,Cancelled,2084.15,2027-02-24 11:22:19,2027-02-24 18:22:19,Y
110092,758,19,2027-02-21 18:41:51,Gift Card,Pending,548.76,2027-02-14 10:51:26,2027-02-14 20:51:26,Y
110093,1749,5,2027-02-10 11:42:30,Gift Card,Returned,326.88,2027-02-12 18:51:58,2027-02-13 01:51:58,Y
110094,1747,21,2027-02-10 05:54:34,Credit Card,Cancelled,3444.52,2027-02-28 08:58:52,2027-02-28 23:59:59,Y
110095,1048,6,2027-02-10 17:13:16,Cash,Returned,2095.62,2027-02-13 08:06:56,2027-02-15 18:06:56,Y
110096,826,22,2027-02-09 01:22:41,Online,Pending,815.24,2027-02-23 02:57:53,2027-02-23 10:57:53,Y
110097,1087,20,2027-02-25 15:21:53,Cash,Pending,4086.04,2027-02-17 17:22:34,2027-02-19 18:22:34,Y
110098,1700,18,2027-02-07 01:24:58,Gift Card,Completed,606.43,2027-02-15 21:36:38,2027-02-18 18:36:38,Y
110099,1532,12,2027-02-01 14:03:27,Online,Pending,1475.95,2027-02-12 09:31:31,2027-02-12 19:31:31,Y
110100,1847,12,2027-02-13 22:52:02,Cash,Returned,1305.3,2027-02-20 03:59:29,2027-02-22 18:59:29,Y
110101,1535,4,2027-02-05 16:47:28,Online,Completed,1768.37,2027-02-01 03:28:08,2027-02-03 02:28:08,Y
110102,522,24,2027-02-25 21:30:07,Online,Cancelled,386.04,2027-02-05 20:53:27,2027-02-06 08:53:27,Y
110103,1499,8,2027-02-11 13:09:34,Credit Card,Returned,2063.77,2027-02-05 15:36:59,2027-02-06 00:36:59,Y
110104,1258,8,2027-02-23 11:38:57,Debit Card,Pending,193.65,2027-02-27 10:54:51,2027-02-28 23:59:59,Y
110105,809,7,2027-02-13 14:24:56,Online,Completed,2006.73,2027-02-19 18:19:50,2027-02-19 19:19:50,Y
110106,86,7,2027-02-10 06:50:39,Online,Cancelled,1894.82,2027-02-25 10:15:06,2027-02-27 22:15:06,Y
110107,1693,11,2027-02-15 15:40:36,Gift Card,Returned,591.55,2027-02-06 10:17:01,2027-02-06 20:17:01,Y
110108,1684,11,2027-02-05 15:29:18,Debit Card,Cancelled,84.37,2027-02-05 09:19:45,2027-02-05 16:19:45,Y
110109,1672,3,2027-02-18 13:45:24,Online,Cancelled,1929.4,2027-02-07 08:38:27,2027-02-09 03:38:27,Y
110110,1283,4,2027-02-19 06:29:17,Gift Card,Pending,1058.64,2027-02-03 21:45:42,2027-02-04 04:45:42,Y
110111,903,19,2027-02-09 03:16:45,Debit Card,Completed,1421.96,2027-02-28 04:33:00,2027-02-28 23:59:59,Y
110112,839,6,2027-02-18 03:54:35,Credit Card,Cancelled,1318.04,2027-02-27 16:04:46,2027-02-28 12:04:46,Y
110113,1380,8,2027-02-26 04:26:19,Debit Card,Returned,968.69,2027-02-11 19:16:38,2027-02-14 15:16:38,Y
110114,1203,1,2027-02-16 21:36:06,Credit Card,Returned,3282.91,2027-02-23 18:35:59,2027-02-24 08:35:59,Y
110115,1743,19,2027-02-12 03:48:49,Online,Cancelled,1388.19,2027-02-19 01:53:42,2027-02-20 18:53:42,Y
110116,287,12,2027-02-24 06:13:30,Gift Card,Returned,4206.16,2027-02-24 09:18:55,2027-02-26 00:18:55,Y
110117,765,10,2027-02-16 11:40:12,Credit Card,Cancelled,1627.84,2027-02-20 19:53:26,2027-02-22 13:53:26,Y
110118,880,7,2027-02-13 01:09:40,Cash,Cancelled,5436.11,2027-02-08 21:58:13,2027-02-10 00:58:13,Y
110119,48,8,2027-02-05 05:12:34,Gift Card,Returned,157.96,2027-02-15 15:23:20,2027-02-17 15:23:20,Y
110120,799,20,2027-02-07 06:02:28,Gift Card,Cancelled,1221.32,2027-02-11 17:51:19,2027-02-12 20:51:19,Y
110121,1469,4,2027-02-10 05:57:10,Debit Card,Pending,1772.27,2027-02-08 02:28:14,2027-02-10 08:28:14,Y
110122,1183,13,2027-02-10 16:16:11,Credit Card,Pending,2139.86,2027-02-06 12:40:53,2027-02-08 23:40:53,Y
110123,1925,4,2027-02-11 23:14:50,Credit Card,Cancelled,2497.1,2027-02-22 01:37:53,2027-02-24 21:37:53,Y
110124,573,20,2027-02-06 08:06:07,Gift Card,Completed,1775.82,2027-02-03 21:58:43,2027-02-05 02:58:43,Y
110125,293,12,2027-02-02 11:27:30,Credit Card,Completed,4437.3,2027-02-19 19:53:02,2027-02-20 20:53:02,Y
110126,1836,11,2027-02-19 12:21:15,Credit Card,Completed,2793.55,2027-02-16 18:51:11,2027-02-19 01:51:11,Y
110127,1881,13,2027-02-28 21:08:02,Cash,Cancelled,2254.3,2027-02-24 04:27:43,2027-02-25 20:27:43,Y
110128,862,21,2027-02-16 21:38:28,Online,Cancelled,7869.73,2027-02-15 18:10:11,2027-02-17 20:10:11,Y
110129,97,16,2027-02-02 23:58:15,Cash,Pending,876.63,2027-02-25 09:26:15,2027-02-26 07:26:15,Y
110130,1905,21,2027-02-27 13:35:17,Cash,Completed,2763.91,2027-02-24 01:58:09,2027-02-24 11:58:09,Y
110131,911,17,2027-02-08 14:09:22,Online,Returned,3084.98,2027-02-16 04:42:33,2027-02-17 02:42:33,Y
110132,1209,25,2027-02-06 04:47:02,Gift Card,Cancelled,343.4,2027-02-25 05:49:29,2027-02-27 05:49:29,Y
110133,327,16,2027-02-19 13:37:20,Debit Card,Cancelled,3690.96,2027-02-01 15:16:08,2027-02-02 10:16:08,Y
110134,473,12,2027-02-28 17:29:25,Credit Card,Returned,2010.66,2027-02-28 22:28:31,2027-02-28 23:59:59,Y
110135,302,20,2027-02-11 01:17:17,Online,Pending,3286.27,2027-02-21 00:00:06,2027-02-22 01:00:06,Y
110136,1436,12,2027-02-12 19:09:45,Online,Pending,887.52,2027-02-02 18:16:23,2027-02-04 01:16:23,Y
110137,181,20,2027-02-18 01:17:18,Credit Card,Pending,1531.97,2027-02-10 18:01:10,2027-02-12 10:01:10,Y
110138,751,13,2027-02-23 06:44:17,Debit Card,Returned,312.95,2027-02-23 07:37:27,2027-02-24 15:37:27,Y
110139,162,12,2027-02-05 18:23:44,Online,Completed,4568.04,2027-02-20 12:57:40,2027-02-22 00:57:40,Y
110140,1372,10,2027-02-07 19:08:44,Online,Cancelled,2189.25,2027-02-07 07:11:39,2027-02-10 04:11:39,Y
110141,1798,24,2027-02-11 02:05:30,Cash,Returned,3368.33,2027-02-20 00:55:16,2027-02-21 07:55:16,Y
110142,1106,10,2027-02-14 10:57:00,Online,Cancelled,454.55,2027-02-02 08:40:17,2027-02-03 17:40:17,Y
110143,420,19,2027-02-26 18:42:02,Gift Card,Pending,2327.1,2027-02-23 15:49:37,2027-02-25 06:49:37,Y
110144,292,1,2027-02-07 20:38:16,Debit Card,Returned,2400.98,2027-02-14 22:01:21,2027-02-17 20:01:21,Y
110145,1932,8,2027-02-19 07:35:52,Cash,Returned,2818.01,2027-02-06 10:13:29,2027-02-06 19:13:29,Y
110146,114,25,2027-02-20 13:53:04,Online,Returned,1347.58,2027-02-09 21:28:43,2027-02-10 00:28:43,Y
110147,1709,15,2027-02-06 22:45:41,Credit Card,Pending,5729.8,2027-02-07 02:32:02,2027-02-08 07:32:02,Y
110148,571,23,2027-02-16 20:08:30,Cash,Cancelled,2573.02,2027-02-15 06:23:47,2027-02-15 21:23:47,Y
110149,1314,13,2027-02-12 12:05:27,Online,Returned,4980.78,2027-02-13 19:27:59,2027-02-13 21:27:59,Y
110150,1006,11,2027-02-26 20:52:08,Debit Card,Cancelled,48.62,2027-02-22 10:17:10,2027-02-22 16:17:10,Y
110151,1323,23,2027-02-15 12:50:45,Online,Completed,355.81,2027-02-23 05:06:09,2027-02-25 10:06:09,Y
110152,1509,4,2027-02-04 19:13:48,Credit Card,Cancelled,2868.91,2027-02-01 00:32:12,2027-02-01 12:32:12,Y
110153,589,8,2027-02-24 13:01:01,Gift Card,Pending,1405.62,2027-02-10 03:41:57,2027-02-10 16:41:57,Y
110154,866,22,2027-02-18 19:33:16,Credit Card,Returned,1685.51,2027-02-01 16:09:40,2027-02-04 06:09:40,Y
110155,303,10,2027-02-17 13:49:32,Credit Card,Pending,2444.92,2027-02-21 07:35:02,2027-02-24 02:35:02,Y
110156,1263,20,2027-02-20 16:35:35,Credit Card,Cancelled,2352.53,2027-02-22 18:22:03,2027-02-23 14:22:03,Y
110157,550,4,2027-02-16 08:46:01,Credit Card,Cancelled,3210.59,2027-02-17 02:21:11,2027-02-18 14:21:11,Y
110158,309,13,2027-02-20 21:47:05,Credit Card,Pending,3185.85,2027-02-25 20:36:09,2027-02-25 22:36:09,Y
110159,176,6,2027-02-04 04:02:03,Credit Card,Pending,788.54,2027-02-10 08:49:32,2027-02-12 19:49:32,Y
110160,1878,24,2027-02-24 01:19:08,Cash,Cancelled,492.14,2027-02-23 06:34:46,2027-02-23 16:34:46,Y
110161,991,10,2027-02-23 16:09:07,Gift Card,Returned,1101.6,2027-02-20 23:45:48,2027-02-21 09:45:48,Y
110162,704,10,2027-02-13 16:47:16,Credit Card,Pending,2294.83,2027-02-06 01:20:47,2027-02-06 03:20:47,Y
110163,1889,4,2027-02-27 12:52:49,Online,Completed,248.65,2027-02-21 15:14:08,2027-02-23 10:14:08,Y
110164,229,22,2027-02-06 22:47:23,Gift Card,Pending,2323.53,2027-02-22 12:52:07,2027-02-25 09:52:07,Y
110165,394,10,2027-02-10 15:11:47,Cash,Pending,3872.87,2027-02-20 18:01:38,2027-02-23 17:01:38,Y
110166,210,6,2027-02-13 20:08:13,Online,Cancelled,2280.18,2027-02-15 22:14:46,2027-02-17 09:14:46,Y
110167,433,16,2027-02-07 20:26:29,Cash,Cancelled,1937.18,2027-02-18 00:35:07,2027-02-19 01:35:07,Y
110168,1834,23,2027-02-19 16:28:59,Cash,Pending,608.54,2027-02-19 11:04:20,2027-02-22 04:04:20,Y
110169,1743,1,2027-02-16 18:27:56,Cash,Pending,3849.42,2027-02-09 13:02:27,2027-02-12 04:02:27,Y
110170,823,19,2027-02-22 03:20:46,Cash,Returned,7276.54,2027-02-17 21:25:28,2027-02-18 00:25:28,Y
110171,1128,10,2027-02-24 16:16:40,Cash,Completed,3384.35,2027-02-16 00:07:16,2027-02-17 02:07:16,Y
110172,1683,4,2027-02-05 03:41:24,Online,Completed,2203.3,2027-02-25 11:34:41,2027-02-26 16:34:41,Y
110173,879,17,2027-02-12 17:07:35,Cash,Cancelled,1084.93,2027-02-19 18:49:39,2027-02-21 14:49:39,Y
110174,1454,10,2027-02-03 00:42:36,Credit Card,Pending,318.8,2027-02-14 07:51:16,2027-02-15 11:51:16,Y
110175,1166,8,2027-02-19 21:00:33,Credit Card,Cancelled,2205.63,2027-02-12 05:13:08,2027-02-12 16:13:08,Y
110176,331,17,2027-02-02 00:59:31,Gift Card,Cancelled,4606.18,2027-02-28 22:44:27,2027-02-28 23:59:59,Y
110177,1959,15,2027-02-15 11:44:03,Cash,Completed,2183.52,2027-02-11 06:54:03,2027-02-13 20:54:03,Y
110178,1065,22,2027-02-11 20:53:07,Online,Pending,3716.55,2027-02-06 02:53:18,2027-02-07 18:53:18,Y
110179,1473,1,2027-02-15 17:48:40,Online,Cancelled,559.64,2027-02-07 12:43:06,2027-02-09 06:43:06,Y
110180,1120,1,2027-02-23 16:08:23,Debit Card,Pending,6735.46,2027-02-08 16:06:12,2027-02-09 04:06:12,Y
110181,1594,8,2027-02-14 14:12:28,Gift Card,Completed,1043.7,2027-02-13 14:26:55,2027-02-15 17:26:55,Y
110182,549,4,2027-02-20 03:34:56,Debit Card,Completed,3571.87,2027-02-09 18:10:53,2027-02-11 05:10:53,Y
110183,1434,17,2027-02-22 14:38:03,Gift Card,Returned,2105.74,2027-02-16 17:07:29,2027-02-18 20:07:29,Y
110184,47,1,2027-02-01 04:04:15,Cash,Returned,1186.98,2027-02-21 16:01:15,2027-02-24 04:01:15,Y
110185,1391,8,2027-02-22 11:19:33,Debit Card,Returned,488.55,2027-02-11 04:56:41,2027-02-13 00:56:41,Y
110186,1675,23,2027-02-22 13:53:51,Cash,Cancelled,318.9,2027-02-17 18:56:37,2027-02-18 20:56:37,Y
110187,1580,13,2027-02-09 08:36:20,Debit Card,Completed,3451.92,2027-02-22 22:25:21,2027-02-23 02:25:21,Y
110188,865,18,2027-02-20 03:25:19,Cash,Cancelled,702.43,2027-02-22 10:14:53,2027-02-25 10:14:53,Y
110189,828,8,2027-02-06 05:15:17,Gift Card,Pending,744.52,2027-02-10 03:29:10,2027-02-12 20:29:10,Y
110190,127,8,2027-02-19 01:16:14,Online,Completed,4238.16,2027-02-26 02:14:52,2027-02-27 05:14:52,Y
110191,954,20,2027-02-25 04:48:32,Gift Card,Pending,2885.86,2027-02-14 15:21:26,2027-02-17 09:21:26,Y
110192,323,22,2027-02-06 14:24:22,Debit Card,Cancelled,1443.89,2027-02-07 06:38:15,2027-02-08 10:38:15,Y
110193,219,3,2027-02-20 05:30:10,Cash,Pending,4131.83,2027-02-27 05:10:06,2027-02-28 23:59:59,Y
110194,1776,10,2027-02-15 12:11:18,Credit Card,Returned,5050.47,2027-02-14 01:05:33,2027-02-15 15:05:33,Y
110195,1486,2,2027-02-17 06:03:35,Debit Card,Completed,4334.61,2027-02-15 18:24:38,2027-02-18 04:24:38,Y
110196,1327,11,2027-02-23 02:59:20,Cash,Completed,2384.61,2027-02-06 14:24:02,2027-02-09 02:24:02,Y
110197,275,15,2027-02-28 12:06:07,Credit Card,Cancelled,3789.06,2027-02-16 12:48:11,2027-02-18 19:48:11,Y
110198,1847,23,2027-02-17 13:54:43,Cash,Cancelled,1359.96,2027-02-17 19:07:30,2027-02-18 02:07:30,Y
110199,1189,8,2027-02-27 13:27:16,Debit Card,Completed,1888.53,2027-02-25 20:24:57,2027-02-27 14:24:57,Y
110200,933,14,2027-02-06 11:03:10,Cash,Completed,2182.95,2027-02-27 01:57:03,2027-02-27 22:57:03,Y
110201,1164,5,2027-02-16 21:40:07,Credit Card,Completed,814.45,2027-02-02 06:03:07,2027-02-02 21:03:07,Y
110202,1355,1,2027-02-16 02:53:32,Credit Card,Cancelled,53.28,2027-02-27 03:24:28,2027-02-27 11:24:28,Y
110203,959,23,2027-02-21 07:37:35,Debit Card,Returned,300.61,2027-02-22 11:30:19,2027-02-25 10:30:19,Y
110204,613,10,2027-02-04 21:31:45,Gift Card,Cancelled,2211.69,2027-02-28 14:46:43,2027-02-28 23:59:59,Y
110205,26,6,2027-02-09 19:56:58,Cash,Cancelled,1402.79,2027-02-25 13:09:24,2027-02-25 23:09:24,Y
110206,1903,22,2027-02-03 05:32:17,Cash,Returned,2784.3,2027-02-23 12:29:23,2027-02-25 07:29:23,Y
110207,1823,20,2027-02-26 07:55:24,Online,Cancelled,1463.04,2027-02-07 12:13:23,2027-02-09 11:13:23,Y
110208,982,21,2027-02-10 00:10:43,Gift Card,Pending,384.36,2027-02-07 03:53:46,2027-02-10 03:53:46,Y
110209,866,2,2027-02-11 19:09:04,Online,Cancelled,1853.8,2027-02-18 06:40:10,2027-02-20 06:40:10,Y
110210,1246,8,2027-02-19 03:44:45,Credit Card,Pending,2668.73,2027-02-21 11:47:10,2027-02-21 22:47:10,Y
110211,748,6,2027-02-22 14:53:30,Credit Card,Pending,610.23,2027-02-01 14:34:18,2027-02-01 22:34:18,Y
110212,439,15,2027-02-17 08:43:38,Cash,Returned,3871.57,2027-02-03 10:02:28,2027-02-05 08:02:28,Y
110213,173,24,2027-02-25 08:09:11,Cash,Returned,1389.09,2027-02-11 07:59:21,2027-02-12 14:59:21,Y
110214,74,15,2027-02-10 14:52:38,Debit Card,Cancelled,3525.17,2027-02-08 21:21:05,2027-02-10 03:21:05,Y
110215,1500,11,2027-02-18 12:27:40,Gift Card,Returned,1796.1,2027-02-22 02:46:34,2027-02-23 15:46:34,Y
110216,1922,19,2027-02-25 00:28:29,Cash,Returned,1882.21,2027-02-12 13:12:51,2027-02-13 20:12:51,Y
110217,368,16,2027-02-10 17:39:01,Credit Card,Returned,4009.52,2027-02-04 23:31:00,2027-02-05 22:31:00,Y
