delivery_id,supplier_id,supplier_name,product_id,delivery_date,quantity_received,unit_cost
DEL-001901,SUP-101,Northgate Distribution Co.,377,2026-03-06,212,175.41
DEL-001402,SUP-110,Vantage Point Supply Co.,282,2026-03-06,80,149.12
DEL-002506,SUP-102,Pacific Rim Wholesale,498,2026-03-06,538,151.72
DEL-001721,SUP-101,Northgate Distribution Co.,342,2026-03-06,823,17.15
DEL-001721,SUP-101,Northgate Distribution Co.,342,2026-03-06,823,17.15
DEL-001903,SUP-107,Crestwood Vendor Solutions,377,2026-03-06,79,199.39
DEL-000090,SUP-110,Vantage Point Supply Co.,19,2026-03-06,39,44.21
DEL-002430,SUP-107,Crestwood Vendor Solutions,482,2026-03-07,568,2.69
DEL-001282,SUP-110,Vantage Point Supply Co.,260,2026-03-07,21,256.12
DEL-001120,SUP-104,Meridian Supply Partners,230,2026-03-07,31,113.19
DEL-002223,SUP-105,Union Trade Logistics,439,2026-03-07,164,119.98
DEL-002454,SUP-108,Harborline Wholesale,488,2026-03-07,46,65.67
DEL-000559,SUP-108,Harborline Wholesale,111,2026-03-07,51,206.47
DEL-000470,SUP-107,Crestwood Vendor Solutions,94,2026-03-08,69,285.47
DEL-000127,SUP-102,Pacific Rim Wholesale,27,2026-03-08,48,206.1
DEL-000094,SUP-101,Northgate Distribution Co.,20,2026-03-08,72,219.72
DEL-000221,SUP-110,Vantage Point Supply Co.,46,2026-03-08,294,210.08
DEL-001880,SUP-106,Silverline Import Group,374,2026-03-08,44,268.14
DEL-001768,SUP-105,Union Trade Logistics,352,2026-03-08,21,11.99
DEL-000293,SUP-105,Union Trade Logistics,60,2026-03-08,70,230.17
DEL-000050,SUP-101,Northgate Distribution Co.,12,2026-03-09,241,42.75
DEL-000481,SUP-102,Pacific Rim Wholesale,97,2026-03-09,45,167.52
DEL-001857,SUP-103,Atlas Consumer Goods,369,2026-03-09,173,69.95
DEL-001011,SUP-105,Union Trade Logistics,207,2026-03-09,60,126.77
DEL-001334,SUP-110,Vantage Point Supply Co.,271,2026-03-09,75,193.87
DEL-001886,SUP-106,Silverline Import Group,374,2026-03-09,48,241.78
DEL-000658,SUP-108,Harborline Wholesale,131,2026-03-09,25,
DEL-000451,SUP-108,Harborline Wholesale,91,2026-03-10,69,229.33
DEL-001833,SUP-109,Redstone Distribution,364,2026-03-10,51,176.92
DEL-002323,SUP-104,Meridian Supply Partners,458,2026-03-10,286,
DEL-002307,SUP-110,Vantage Point Supply Co.,454,2026-03-10,80,42.99
DEL-000805,SUP-110,Vantage Point Supply Co.,163,2026-03-10,192,59.78
DEL-002420,SUP-108,Harborline Wholesale,479,2026-03-10,37,106.96
DEL-002238,SUP-107,Crestwood Vendor Solutions,442,2026-03-10,249,209.2
DEL-001498,SUP-108,Harborline Wholesale,302,2026-03-10,69,292.09
DEL-000192,SUP-106,Silverline Import Group,39,2026-03-10,196,113.73
DEL-001883,SUP-106,Silverline Import Group,374,2026-03-11,78,252.93
DEL-002308,SUP-110,Vantage Point Supply Co.,454,2026-03-11,61,42.6
DEL-001442,SUP-106,Silverline Import Group,291,2026-03-11,32,138.95
DEL-001513,SUP-110,Vantage Point Supply Co.,305,2026-03-11,120,16.62
DEL-001985,SUP-107,Crestwood Vendor Solutions,392,2026-03-11,27,91.83
DEL-000968,SUP-107,Crestwood Vendor Solutions,198,2026-03-11,175,236.88
DEL-000555,SUP-101,Northgate Distribution Co.,110,2026-03-11,70,95.91
DEL-000482,SUP-106,Silverline Import Group,97,2026-03-11,48,165.25
DEL-000159,SUP-110,Vantage Point Supply Co.,33,2026-03-12,264,131.51
DEL-000447,SUP-110,Vantage Point Supply Co.,90,2026-03-12,101,45.8
DEL-002369,SUP-107,Crestwood Vendor Solutions,466,2026-03-13,1179,261.68
DEL-001542,SUP-108,Harborline Wholesale,310,2026-03-13,232,273.95
DEL-001585,SUP-105,Union Trade Logistics,317,2026-03-13,183,136.44
DEL-000593,SUP-110,Vantage Point Supply Co.,118,2026-03-13,1129,38.49
DEL-001916,SUP-110,Vantage Point Supply Co.,379,2026-03-13,77,208.1
DEL-000743,SUP-107,Crestwood Vendor Solutions,148,2026-03-13,130,312.96
DEL-000268,SUP-102,Pacific Rim Wholesale,56,2026-03-14,203,240.06
DEL-001411,SUP-102,Pacific Rim Wholesale,285,2026-03-14,213,125.25
DEL-000156,SUP-105,Union Trade Logistics,32,2026-03-14,49,43.64
DEL-002034,SUP-106,Silverline Import Group,403,2026-03-14,1184,155.18
DEL-000449,SUP-108,Harborline Wholesale,91,2026-03-14,256,224.79
DEL-001032,SUP-107,Crestwood Vendor Solutions,212,2026-03-14,753,227.03
DEL-001534,SUP-104,Meridian Supply Partners,309,2026-03-15,70,251.87
DEL-001564,SUP-105,Union Trade Logistics,313,2026-03-15,39,286.42
DEL-000546,SUP-110,Vantage Point Supply Co.,107,2026-03-15,69,5.34
DEL-000816,SUP-103,Atlas Consumer Goods,166,2026-03-15,939,205.98
DEL-002275,SUP-105,Union Trade Logistics,448,2026-03-15,40,69.37
DEL-002114,SUP-102,Pacific Rim Wholesale,421,2026-03-16,30,205.82
DEL-000783,SUP-101,Northgate Distribution Co.,158,2026-03-17,886,138.72
DEL-000093,SUP-101,Northgate Distribution Co.,20,2026-03-17,893,202.93
DEL-002236,SUP-107,Crestwood Vendor Solutions,442,2026-03-17,1141,222.42
DEL-002353,SUP-108,Harborline Wholesale,464,2026-03-17,55,177.86
DEL-002315,SUP-103,Atlas Consumer Goods,455,2026-03-17,74,325.33
DEL-001791,SUP-102,Pacific Rim Wholesale,357,2026-03-17,30,114.29
DEL-000279,SUP-105,Union Trade Logistics,58,2026-03-17,724,278.15
DEL-001807,SUP-101,Northgate Distribution Co.,360,2026-03-17,148,168.7
DEL-001931,SUP-105,Union Trade Logistics,381,2026-03-17,53,208.72
DEL-000843,SUP-108,Harborline Wholesale,170,2026-03-18,877,261.44
DEL-001997,SUP-104,Meridian Supply Partners,395,2026-03-18,125,108.61
DEL-001222,SUP-107,Crestwood Vendor Solutions,250,2026-03-18,73,232.4
DEL-001036,SUP-108,Harborline Wholesale,213,2026-03-18,45,51.97
DEL-001090,SUP-104,Meridian Supply Partners,225,2026-03-19,55,101.81
DEL-001261,SUP-109,Redstone Distribution,255,2026-03-19,57,150.25
DEL-001804,SUP-110,Vantage Point Supply Co.,359,2026-03-19,24,160.9
DEL-000923,SUP-107,Crestwood Vendor Solutions,185,2026-03-20,970,238.33
DEL-000124,SUP-104,Meridian Supply Partners,26,2026-03-20,30,160.13
DEL-002160,SUP-103,Atlas Consumer Goods,429,2026-03-20,52,140.93
DEL-001467,SUP-109,Redstone Distribution,297,2026-03-20,38,70.18
DEL-000788,SUP-106,Silverline Import Group,159,2026-03-20,50,87.27
DEL-000604,SUP-110,Vantage Point Supply Co.,121,2026-03-20,35,87.07
DEL-000504,SUP-105,Union Trade Logistics,101,2026-03-20,40,52.81
DEL-000612,SUP-102,Pacific Rim Wholesale,123,2026-03-21,55,76.33
DEL-000908,SUP-101,Northgate Distribution Co.,181,2026-03-21,65,49.64
DEL-001076,SUP-108,Harborline Wholesale,221,2026-03-21,146,78.61
DEL-001441,SUP-106,Silverline Import Group,291,2026-03-21,47,132.86
DEL-000646,SUP-102,Pacific Rim Wholesale,130,2026-03-21,678,
DEL-000520,SUP-109,Redstone Distribution,104,2026-03-21,75,223.0
DEL-002276,SUP-104,Meridian Supply Partners,448,2026-03-21,116,68.23
DEL-000808,SUP-103,Atlas Consumer Goods,164,2026-03-21,225,27.61
DEL-000646,SUP-102,Pacific Rim Wholesale,130,2026-03-21,678,
DEL-000001,SUP-101,Northgate Distribution Co.,1,2026-03-22,28,92.45
DEL-001400,SUP-109,Redstone Distribution,281,2026-03-22,63,146.31
DEL-002423,SUP-108,Harborline Wholesale,479,2026-03-22,133,122.5
DEL-000611,SUP-104,Meridian Supply Partners,123,2026-03-22,62,81.77
DEL-000330,SUP-105,Union Trade Logistics,68,2026-03-22,77,44.34
DEL-000768,SUP-106,Silverline Import Group,156,2026-03-23,169,216.97
DEL-001887,SUP-106,Silverline Import Group,374,2026-03-23,179,274.62
DEL-001693,SUP-103,Atlas Consumer Goods,337,2026-03-23,759,212.89
DEL-002197,SUP-101,Northgate Distribution Co.,435,2026-03-23,583,262.6
DEL-000243,SUP-107,Crestwood Vendor Solutions,52,2026-03-23,152,200.84
DEL-002367,SUP-107,Crestwood Vendor Solutions,466,2026-03-23,590,288.54
DEL-002163,SUP-103,Atlas Consumer Goods,429,2026-03-24,280,139.49
DEL-001263,SUP-106,Silverline Import Group,256,2026-03-24,34,58.6
DEL-000189,SUP-104,Meridian Supply Partners,38,2026-03-24,704,98.57
DEL-000929,SUP-109,Redstone Distribution,188,2026-03-24,58,76.59
DEL-002351,SUP-106,Silverline Import Group,463,2026-03-24,45,219.53
DEL-000883,SUP-105,Union Trade Logistics,176,2026-03-24,279,319.15
DEL-000410,SUP-101,Northgate Distribution Co.,83,2026-03-25,269,31.19
DEL-001497,SUP-108,Harborline Wholesale,302,2026-03-25,551,273.84
DEL-001372,SUP-106,Silverline Import Group,275,2026-03-25,192,38.55
DEL-001738,SUP-109,Redstone Distribution,348,2026-03-25,78,165.31
DEL-001937,SUP-105,Union Trade Logistics,382,2026-03-25,161,104.1
DEL-002405,SUP-105,Union Trade Logistics,476,2026-03-25,842,92.46
DEL-000632,SUP-105,Union Trade Logistics,126,2026-03-25,64,249.5
DEL-000985,SUP-110,Vantage Point Supply Co.,202,2026-03-26,53,81.46
DEL-001295,SUP-110,Vantage Point Supply Co.,263,2026-03-26,69,54.58
DEL-000763,SUP-109,Redstone Distribution,155,2026-03-26,213,76.25
DEL-000957,SUP-109,Redstone Distribution,195,2026-03-26,144,147.36
DEL-001870,SUP-107,Crestwood Vendor Solutions,371,2026-03-26,59,152.29
DEL-000123,SUP-104,Meridian Supply Partners,26,2026-03-26,226,167.17
DEL-001697,SUP-103,Atlas Consumer Goods,337,2026-03-26,68,213.3
DEL-000418,SUP-106,Silverline Import Group,86,2026-03-26,40,28.83
DEL-001908,SUP-109,Redstone Distribution,378,2026-03-26,131,216.37
DEL-001711,SUP-107,Crestwood Vendor Solutions,340,2026-03-27,44,12.28
DEL-001022,SUP-102,Pacific Rim Wholesale,211,2026-03-27,32,197.52
DEL-000876,SUP-105,Union Trade Logistics,176,2026-03-27,43,300.18
DEL-001392,SUP-108,Harborline Wholesale,279,2026-03-27,31,8.75
DEL-000138,SUP-105,Union Trade Logistics,29,2026-03-27,264,132.02
DEL-002230,SUP-104,Meridian Supply Partners,440,2026-03-28,37,148.68
DEL-000115,SUP-110,Vantage Point Supply Co.,23,2026-03-28,79,231.64
DEL-000346,SUP-110,Vantage Point Supply Co.,70,2026-03-29,53,180.76
DEL-001388,SUP-108,Harborline Wholesale,279,2026-03-29,146,9.37
DEL-001107,SUP-106,Silverline Import Group,228,2026-03-29,1146,134.35
DEL-000023,SUP-110,Vantage Point Supply Co.,6,2026-03-29,67,
DEL-000764,SUP-109,Redstone Distribution,155,2026-03-29,74,82.74
DEL-002263,SUP-101,Northgate Distribution Co.,446,2026-03-30,79,163.62
DEL-001141,SUP-107,Crestwood Vendor Solutions,234,2026-03-30,76,238.76
DEL-000188,SUP-104,Meridian Supply Partners,38,2026-03-30,56,97.34
DEL-002050,SUP-106,Silverline Import Group,406,2026-03-30,30,134.14
DEL-002155,SUP-103,Atlas Consumer Goods,428,2026-03-31,40,184.55
DEL-000865,SUP-104,Meridian Supply Partners,173,2026-03-31,46,215.94
DEL-001971,SUP-104,Meridian Supply Partners,388,2026-03-31,80,89.55
DEL-001499,SUP-108,Harborline Wholesale,302,2026-03-31,40,
DEL-001435,SUP-106,Silverline Import Group,290,2026-03-31,830,231.9
DEL-002052,SUP-106,Silverline Import Group,406,2026-03-31,66,119.04
