delivery_id,supplier_id,supplier_name,product_id,delivery_date,quantity_received,unit_cost
DEL-002450,SUP-104,Meridian Supply Partners,487,2026-07-19,68,301.86
DEL-000914,SUP-110,Vantage Point Supply Co.,183,2026-07-19,27,25.67
DEL-001314,SUP-103,Atlas Consumer Goods,267,2026-07-20,50,15.68
DEL-000135,SUP-102,Pacific Rim Wholesale,28,2026-07-20,231,218.9
DEL-001788,SUP-109,Redstone Distribution,356,2026-07-20,282,118.61
DEL-000209,SUP-104,Meridian Supply Partners,42,2026-07-20,56,69.53
DEL-000769,SUP-107,Crestwood Vendor Solutions,157,2026-07-20,131,177.9
DEL-001241,SUP-107,Crestwood Vendor Solutions,253,2026-07-21,36,39.67
DEL-000325,SUP-102,Pacific Rim Wholesale,67,2026-07-21,274,245.16
DEL-001471,SUP-108,Harborline Wholesale,298,2026-07-21,49,128.88
DEL-000732,SUP-105,Union Trade Logistics,146,2026-07-21,58,182.23
DEL-001892,SUP-109,Redstone Distribution,376,2026-07-21,77,12.72
DEL-000402,SUP-101,Northgate Distribution Co.,81,2026-07-22,22,166.92
DEL-001048,SUP-102,Pacific Rim Wholesale,215,2026-07-22,60,65.6
DEL-002173,SUP-104,Meridian Supply Partners,431,2026-07-22,78,217.39
DEL-000220,SUP-104,Meridian Supply Partners,45,2026-07-22,26,278.35
DEL-000403,SUP-101,Northgate Distribution Co.,81,2026-07-22,69,148.57
DEL-000126,SUP-102,Pacific Rim Wholesale,27,2026-07-22,147,217.59
DEL-000331,SUP-105,Union Trade Logistics,68,2026-07-23,71,48.07
DEL-000640,SUP-105,Union Trade Logistics,129,2026-07-23,25,88.77
DEL-000466,SUP-107,Crestwood Vendor Solutions,94,2026-07-23,36,272.44
DEL-000829,SUP-105,Union Trade Logistics,168,2026-07-23,40,72.67
DEL-001460,SUP-109,Redstone Distribution,294,2026-07-23,46,177.29
DEL-001335,SUP-110,Vantage Point Supply Co.,271,2026-07-24,258,210.96
DEL-002195,SUP-108,Harborline Wholesale,434,2026-07-24,48,47.8
DEL-000986,SUP-110,Vantage Point Supply Co.,202,2026-07-24,78,78.79
DEL-001079,SUP-109,Redstone Distribution,221,2026-07-24,72,80.36
DEL-001859,SUP-107,Crestwood Vendor Solutions,370,2026-07-24,58,211.2
DEL-001034,SUP-107,Crestwood Vendor Solutions,212,2026-07-24,30,237.91
DEL-000103,SUP-102,Pacific Rim Wholesale,21,2026-07-24,835,55.57
DEL-001762,SUP-101,Northgate Distribution Co.,351,2026-07-24,46,210.67
DEL-001437,SUP-106,Silverline Import Group,290,2026-07-24,33,227.76
DEL-001238,SUP-106,Silverline Import Group,252,2026-07-24,75,131.2
DEL-000601,SUP-103,Atlas Consumer Goods,120,2026-07-25,40,216.5
DEL-000448,SUP-110,Vantage Point Supply Co.,90,2026-07-25,64,44.4
DEL-001680,SUP-104,Meridian Supply Partners,335,2026-07-25,1076,103.0
DEL-000574,SUP-104,Meridian Supply Partners,114,2026-07-25,110,108.73
DEL-001817,SUP-104,Meridian Supply Partners,361,2026-07-25,79,
DEL-000610,SUP-104,Meridian Supply Partners,122,2026-07-25,21,49.37
DEL-000594,SUP-110,Vantage Point Supply Co.,118,2026-07-25,71,39.74
DEL-000892,SUP-106,Silverline Import Group,178,2026-07-25,53,298.2
DEL-001098,SUP-105,Union Trade Logistics,227,2026-07-25,72,153.57
DEL-001019,SUP-101,Northgate Distribution Co.,209,2026-07-25,20,237.45
DEL-001819,SUP-104,Meridian Supply Partners,361,2026-07-26,56,149.03
DEL-002340,SUP-103,Atlas Consumer Goods,461,2026-07-26,294,173.8
DEL-002035,SUP-104,Meridian Supply Partners,404,2026-07-26,295,116.76
DEL-001631,SUP-103,Atlas Consumer Goods,327,2026-07-26,58,27.23
DEL-002047,SUP-106,Silverline Import Group,406,2026-07-26,66,126.65
DEL-002471,SUP-105,Union Trade Logistics,492,2026-07-26,38,200.68
DEL-000161,SUP-110,Vantage Point Supply Co.,33,2026-07-27,80,116.78
DEL-002511,SUP-110,Vantage Point Supply Co.,499,2026-07-27,843,181.89
DEL-001897,SUP-101,Northgate Distribution Co.,377,2026-07-27,74,199.06
DEL-000037,SUP-108,Harborline Wholesale,11,2026-07-27,172,125.38
DEL-000605,SUP-110,Vantage Point Supply Co.,121,2026-07-27,70,85.5
DEL-002235,SUP-107,Crestwood Vendor Solutions,442,2026-07-27,74,216.55
DEL-001784,SUP-107,Crestwood Vendor Solutions,355,2026-07-27,64,50.57
DEL-002371,SUP-102,Pacific Rim Wholesale,467,2026-07-27,138,165.54
DEL-001283,SUP-110,Vantage Point Supply Co.,260,2026-07-27,69,257.38
DEL-002078,SUP-103,Atlas Consumer Goods,413,2026-07-27,22,84.05
DEL-000834,SUP-102,Pacific Rim Wholesale,169,2026-07-28,119,219.01
DEL-002174,SUP-110,Vantage Point Supply Co.,431,2026-07-28,65,192.65
DEL-000845,SUP-104,Meridian Supply Partners,171,2026-07-28,38,197.6
DEL-000494,SUP-109,Redstone Distribution,99,2026-07-28,191,
DEL-000397,SUP-102,Pacific Rim Wholesale,80,2026-07-28,229,79.5
DEL-002516,SUP-104,Meridian Supply Partners,500,2026-07-28,64,19.35
DEL-001289,SUP-104,Meridian Supply Partners,261,2026-07-28,900,136.47
DEL-000111,SUP-109,Redstone Distribution,22,2026-07-28,236,222.94
DEL-000170,SUP-103,Atlas Consumer Goods,35,2026-07-29,277,74.71
DEL-001946,SUP-110,Vantage Point Supply Co.,384,2026-07-29,59,173.92
DEL-001111,SUP-103,Atlas Consumer Goods,229,2026-07-29,27,143.18
DEL-001067,SUP-103,Atlas Consumer Goods,219,2026-07-29,149,202.81
DEL-001047,SUP-102,Pacific Rim Wholesale,215,2026-07-30,163,64.18
DEL-000074,SUP-107,Crestwood Vendor Solutions,17,2026-07-30,37,195.69
DEL-000234,SUP-109,Redstone Distribution,49,2026-07-30,30,39.45
DEL-001581,SUP-109,Redstone Distribution,316,2026-07-31,122,156.44
DEL-001276,SUP-101,Northgate Distribution Co.,258,2026-07-31,279,45.47
DEL-001495,SUP-108,Harborline Wholesale,302,2026-07-31,25,307.88
DEL-002268,SUP-110,Vantage Point Supply Co.,447,2026-07-31,22,200.31
