delivery_id,supplier_id,supplier_name,product_id,delivery_date,quantity_received,unit_cost
DEL-002291,SUP-110,Vantage Point Supply Co.,450,2026-04-11,213,279.61
DEL-001485,SUP-104,Meridian Supply Partners,300,2026-04-12,183,147.88
DEL-001251,SUP-102,Pacific Rim Wholesale,254,2026-04-12,23,24.49
DEL-001438,SUP-106,Silverline Import Group,291,2026-04-12,24,135.77
DEL-000517,SUP-109,Redstone Distribution,103,2026-04-12,68,77.79
DEL-002157,SUP-103,Atlas Consumer Goods,429,2026-04-12,37,133.66
DEL-000179,SUP-105,Union Trade Logistics,36,2026-04-12,80,235.91
DEL-000310,SUP-103,Atlas Consumer Goods,63,2026-04-13,122,237.21
DEL-001163,SUP-107,Crestwood Vendor Solutions,239,2026-04-13,70,203.94
DEL-002139,SUP-106,Silverline Import Group,425,2026-04-13,109,201.34
DEL-001248,SUP-105,Union Trade Logistics,253,2026-04-13,33,38.14
DEL-001733,SUP-110,Vantage Point Supply Co.,346,2026-04-13,35,78.56
DEL-001492,SUP-104,Meridian Supply Partners,301,2026-04-13,216,274.77
DEL-000913,SUP-110,Vantage Point Supply Co.,182,2026-04-13,36,25.84
DEL-000120,SUP-110,Vantage Point Supply Co.,24,2026-04-14,1167,221.69
DEL-001390,SUP-108,Harborline Wholesale,279,2026-04-14,57,8.92
DEL-000344,SUP-101,Northgate Distribution Co.,69,2026-04-14,21,190.38
DEL-000253,SUP-107,Crestwood Vendor Solutions,53,2026-04-14,579,21.95
DEL-001430,SUP-106,Silverline Import Group,288,2026-04-14,75,46.37
DEL-001811,SUP-101,Northgate Distribution Co.,360,2026-04-14,31,189.47
DEL-001327,SUP-105,Union Trade Logistics,269,2026-04-14,263,21.68
DEL-000712,SUP-102,Pacific Rim Wholesale,142,2026-04-14,63,208.06
DEL-000369,SUP-103,Atlas Consumer Goods,74,2026-04-14,229,45.34
DEL-000187,SUP-104,Meridian Supply Partners,38,2026-04-14,180,95.36
DEL-001210,SUP-107,Crestwood Vendor Solutions,246,2026-04-15,66,48.25
DEL-000784,SUP-101,Northgate Distribution Co.,158,2026-04-15,26,151.99
DEL-002406,SUP-107,Crestwood Vendor Solutions,476,2026-04-15,1107,91.91
DEL-000579,SUP-106,Silverline Import Group,116,2026-04-15,70,154.18
DEL-001562,SUP-105,Union Trade Logistics,313,2026-04-15,661,271.89
DEL-001473,SUP-108,Harborline Wholesale,298,2026-04-15,102,127.46
DEL-001228,SUP-107,Crestwood Vendor Solutions,250,2026-04-15,1143,208.7
DEL-000836,SUP-102,Pacific Rim Wholesale,169,2026-04-15,281,198.4
DEL-001408,SUP-106,Silverline Import Group,284,2026-04-16,31,271.85
DEL-002162,SUP-103,Atlas Consumer Goods,429,2026-04-16,293,152.53
DEL-000981,SUP-106,Silverline Import Group,201,2026-04-16,22,152.34
DEL-002091,SUP-102,Pacific Rim Wholesale,415,2026-04-16,266,24.41
DEL-002184,SUP-110,Vantage Point Supply Co.,432,2026-04-16,257,31.98
DEL-000626,SUP-107,Crestwood Vendor Solutions,125,2026-04-16,31,158.41
DEL-002184,SUP-110,Vantage Point Supply Co.,432,2026-04-16,257,31.98
DEL-001563,SUP-105,Union Trade Logistics,313,2026-04-16,61,308.73
DEL-002126,SUP-105,Union Trade Logistics,422,2026-04-17,45,51.95
DEL-000267,SUP-102,Pacific Rim Wholesale,56,2026-04-17,42,215.51
DEL-000962,SUP-107,Crestwood Vendor Solutions,197,2026-04-17,1020,24.44
DEL-002129,SUP-103,Atlas Consumer Goods,422,2026-04-17,252,51.1
DEL-001239,SUP-106,Silverline Import Group,252,2026-04-17,64,123.38
DEL-000544,SUP-103,Atlas Consumer Goods,106,2026-04-17,272,198.51
DEL-002287,SUP-104,Meridian Supply Partners,449,2026-04-17,51,258.11
DEL-000134,SUP-102,Pacific Rim Wholesale,28,2026-04-17,152,233.35
DEL-001201,SUP-110,Vantage Point Supply Co.,245,2026-04-18,224,95.2
DEL-000360,SUP-102,Pacific Rim Wholesale,72,2026-04-18,59,131.81
DEL-001556,SUP-105,Union Trade Logistics,313,2026-04-18,80,288.04
DEL-000186,SUP-104,Meridian Supply Partners,38,2026-04-18,72,92.92
DEL-001536,SUP-104,Meridian Supply Partners,309,2026-04-18,77,247.38
DEL-000835,SUP-102,Pacific Rim Wholesale,169,2026-04-18,63,194.11
DEL-002314,SUP-103,Atlas Consumer Goods,455,2026-04-18,44,329.96
DEL-001454,SUP-110,Vantage Point Supply Co.,292,2026-04-18,513,201.55
DEL-000118,SUP-110,Vantage Point Supply Co.,24,2026-04-19,135,237.56
DEL-000587,SUP-110,Vantage Point Supply Co.,118,2026-04-19,46,40.91
DEL-002055,SUP-110,Vantage Point Supply Co.,407,2026-04-19,59,240.19
DEL-002417,SUP-108,Harborline Wholesale,479,2026-04-19,268,122.95
DEL-000599,SUP-103,Atlas Consumer Goods,120,2026-04-19,50,235.63
DEL-000202,SUP-110,Vantage Point Supply Co.,41,2026-04-19,34,197.27
DEL-002375,SUP-101,Northgate Distribution Co.,468,2026-04-19,170,165.92
DEL-002131,SUP-101,Northgate Distribution Co.,423,2026-04-19,286,269.9
DEL-001444,SUP-106,Silverline Import Group,291,2026-04-19,170,139.27
DEL-001026,SUP-107,Crestwood Vendor Solutions,212,2026-04-20,29,210.29
DEL-000973,SUP-105,Union Trade Logistics,199,2026-04-20,39,5.7
DEL-001459,SUP-109,Redstone Distribution,294,2026-04-20,673,202.61
DEL-000859,SUP-104,Meridian Supply Partners,173,2026-04-20,210,192.09
DEL-000669,SUP-103,Atlas Consumer Goods,134,2026-04-20,60,86.99
DEL-000824,SUP-107,Crestwood Vendor Solutions,167,2026-04-20,1186,8.16
DEL-002262,SUP-101,Northgate Distribution Co.,446,2026-04-20,217,165.74
DEL-001224,SUP-107,Crestwood Vendor Solutions,250,2026-04-21,161,207.53
DEL-000681,SUP-106,Silverline Import Group,136,2026-04-21,68,29.54
DEL-001474,SUP-110,Vantage Point Supply Co.,298,2026-04-21,31,120.26
DEL-000936,SUP-106,Silverline Import Group,189,2026-04-21,288,223.97
DEL-002208,SUP-109,Redstone Distribution,436,2026-04-22,31,
DEL-001718,SUP-101,Northgate Distribution Co.,342,2026-04-22,44,16.33
DEL-001614,SUP-101,Northgate Distribution Co.,323,2026-04-22,224,312.34
DEL-000782,SUP-101,Northgate Distribution Co.,158,2026-04-22,217,142.31
DEL-001362,SUP-110,Vantage Point Supply Co.,274,2026-04-22,37,
DEL-001856,SUP-103,Atlas Consumer Goods,369,2026-04-22,1029,64.05
DEL-001189,SUP-108,Harborline Wholesale,244,2026-04-23,210,149.21
DEL-000959,SUP-104,Meridian Supply Partners,196,2026-04-23,35,106.04
DEL-000297,SUP-109,Redstone Distribution,61,2026-04-23,280,239.85
DEL-001763,SUP-101,Northgate Distribution Co.,351,2026-04-23,624,200.83
DEL-002146,SUP-107,Crestwood Vendor Solutions,426,2026-04-24,63,275.71
DEL-001557,SUP-105,Union Trade Logistics,313,2026-04-24,39,277.36
DEL-002093,SUP-108,Harborline Wholesale,416,2026-04-24,915,184.23
DEL-001266,SUP-102,Pacific Rim Wholesale,257,2026-04-24,53,218.75
DEL-001989,SUP-108,Harborline Wholesale,393,2026-04-24,66,67.77
DEL-000998,SUP-109,Redstone Distribution,203,2026-04-25,45,4.32
DEL-001207,SUP-107,Crestwood Vendor Solutions,246,2026-04-25,189,50.5
DEL-001537,SUP-104,Meridian Supply Partners,309,2026-04-25,764,233.96
DEL-002219,SUP-106,Silverline Import Group,438,2026-04-25,30,201.48
DEL-000323,SUP-108,Harborline Wholesale,66,2026-04-26,67,263.56
DEL-001543,SUP-108,Harborline Wholesale,310,2026-04-26,52,286.49
DEL-001710,SUP-103,Atlas Consumer Goods,339,2026-04-26,139,75.3
DEL-002426,SUP-102,Pacific Rim Wholesale,480,2026-04-26,212,116.07
DEL-002317,SUP-105,Union Trade Logistics,456,2026-04-26,36,133.16
DEL-002110,SUP-107,Crestwood Vendor Solutions,420,2026-04-26,239,141.21
DEL-000021,SUP-110,Vantage Point Supply Co.,5,2026-04-26,251,77.46
DEL-000975,SUP-104,Meridian Supply Partners,200,2026-04-27,45,166.8
DEL-002505,SUP-102,Pacific Rim Wholesale,498,2026-04-27,36,153.55
DEL-000085,SUP-110,Vantage Point Supply Co.,19,2026-04-27,38,45.17
DEL-001812,SUP-101,Northgate Distribution Co.,360,2026-04-27,292,190.41
DEL-001470,SUP-104,Meridian Supply Partners,297,2026-04-27,153,67.67
DEL-001319,SUP-103,Atlas Consumer Goods,267,2026-04-28,52,16.07
DEL-001676,SUP-104,Meridian Supply Partners,335,2026-04-28,30,113.44
DEL-000236,SUP-101,Northgate Distribution Co.,50,2026-04-29,28,272.53
DEL-002468,SUP-101,Northgate Distribution Co.,491,2026-04-29,527,8.17
DEL-001126,SUP-104,Meridian Supply Partners,231,2026-04-29,77,118.0
DEL-002179,SUP-110,Vantage Point Supply Co.,431,2026-04-29,67,201.1
DEL-001702,SUP-103,Atlas Consumer Goods,338,2026-04-29,23,137.57
DEL-000484,SUP-106,Silverline Import Group,97,2026-04-29,247,175.62
DEL-001904,SUP-107,Crestwood Vendor Solutions,377,2026-04-29,579,185.02
DEL-000810,SUP-103,Atlas Consumer Goods,164,2026-04-30,288,25.75
DEL-002033,SUP-108,Harborline Wholesale,403,2026-04-30,70,159.22
DEL-002411,SUP-101,Northgate Distribution Co.,478,2026-04-30,233,137.07
DEL-001686,SUP-105,Union Trade Logistics,336,2026-04-30,275,36.5
DEL-001193,SUP-108,Harborline Wholesale,244,2026-04-30,217,144.23
DEL-001519,SUP-104,Meridian Supply Partners,306,2026-04-30,58,212.83
DEL-000207,SUP-104,Meridian Supply Partners,42,2026-04-30,804,74.7
DEL-001415,SUP-102,Pacific Rim Wholesale,285,2026-04-30,61,127.04
DEL-001264,SUP-106,Silverline Import Group,256,2026-04-30,62,60.88
DEL-000459,SUP-102,Pacific Rim Wholesale,92,2026-04-30,32,255.66
