product_id,product_name,category,brand,price,created_timestamp,updated_timestamp,is_active
552,Law Include Product,Home,Apple,554.05,2027-01-09 23:25:34,2027-01-31 23:59:59,Y
553,Risk Also Product,Home,Nike,203.58,2027-01-02 15:30:21,2027-01-31 23:59:59,Y
554,Staff Happen Product,Toys,Sony,31.11,2027-01-16 14:58:24,2027-01-31 23:59:59,Y
555,Property Plant Product,Toys,Adidas,7.75,2027-01-26 00:17:02,2027-01-31 23:59:59,Y
556,Provide Quite Product,Sports,Adidas,1368.62,2027-01-20 16:55:38,2027-01-31 23:59:59,Y
557,Interest Sense Product,Grocery,Samsung,288.47,2027-01-14 02:00:27,2027-01-31 23:59:59,Y
558,Son Drug Product,Sports,Nike,221.38,2027-01-18 14:48:39,2027-01-30 14:48:39,Y
559,Reduce Attack Product,Electronics,LG,405.04,2027-01-03 06:23:10,2027-01-31 23:59:59,Y
560,Age Perform Product,Electronics,LG,1369.63,2027-01-21 20:54:38,2027-01-31 23:59:59,Y
561,Provide Total Product,Electronics,Sony,520.68,2027-01-02 18:53:23,2027-01-17 18:53:23,Y
562,Daughter Cold Product,Electronics,Apple,1169.21,2027-01-03 20:07:55,2027-01-17 20:07:55,Y
563,Note Senior Product,Home,Samsung,808.66,2027-01-09 06:48:30,2027-01-31 23:59:59,Y
564,Spring Discussion Product,Clothing,Sony,831.1,2027-01-20 08:51:52,2027-01-31 23:59:59,Y
565,Fire How Product,Clothing,LG,200.18,2027-01-12 16:35:41,2027-01-13 16:35:41,Y
566,Bad Appear Product,Electronics,Nike,1228.13,2027-01-30 08:45:07,2027-01-31 23:59:59,Y
567,Maintain Fall Product,Clothing,LG,270.37,2027-01-22 07:48:06,2027-01-31 23:59:59,Y
568,Tonight Fly Product,Electronics,Nestle,267.32,2027-01-08 19:52:01,2027-01-31 23:59:59,Y
569,Could Sound Product,Home,LG,930.29,2027-01-01 02:17:03,2027-01-14 02:17:03,Y
570,Good Lose Product,Grocery,Nestle,571.33,2027-01-01 13:22:03,2027-01-30 13:22:03,Y
571,Mission Police Product,Electronics,Sony,413.13,2027-01-11 21:22:01,2027-01-31 23:59:59,Y
572,Rate Store Product,Clothing,Nike,893.08,2027-01-08 10:12:13,2027-01-31 23:59:59,Y
573,Conference Of Product,Electronics,Adidas,514.59,2027-01-21 15:23:56,2027-01-31 23:59:59,Y
574,Investment Staff Product,Electronics,Samsung,367.3,2027-01-27 01:27:55,2027-01-31 23:59:59,Y
575,Store Social Product,Clothing,Sony,374.69,2027-01-23 05:46:13,2027-01-31 23:59:59,Y
576,Large Respond Product,Clothing,Samsung,1457.58,2027-01-23 06:38:56,2027-01-31 23:59:59,Y
577,Tree Decide Product,Clothing,Nestle,729.65,2027-01-04 21:44:15,2027-01-31 23:59:59,Y
578,Design Whatever Product,Toys,Nike,540.06,2027-01-17 08:44:52,2027-01-31 23:59:59,Y
579,Particular Share Product,Toys,Apple,1074.18,2027-01-27 21:16:18,2027-01-30 21:16:18,Y
580,Cold Hard Product,Clothing,Sony,1470.9,2027-01-03 11:33:18,2027-01-31 23:59:59,Y
581,Keep Authority Product,Electronics,Nestle,1157.64,2027-01-09 02:01:31,2027-01-31 23:59:59,Y
582,Probably Set Product,Electronics,Nestle,77.06,2027-01-20 02:38:27,2027-01-31 23:59:59,Y
583,Single Direction Product,Sports,Nike,48.63,2027-01-22 08:41:12,2027-01-31 08:41:12,Y
584,Position Protect Product,Toys,Nike,778.44,2027-01-08 08:26:58,2027-01-31 23:59:59,Y
585,Drive Pass Product,Sports,LG,1270.01,2027-01-14 09:43:39,2027-01-31 23:59:59,Y
586,Away Effort Product,Home,LG,1117.55,2027-01-03 15:38:01,2027-01-31 23:59:59,Y
587,Attention Cold Product,Grocery,Adidas,312.97,2027-01-26 03:08:55,2027-01-31 23:59:59,Y
588,Boy Scene Product,Clothing,LG,276.05,2027-01-26 08:20:47,2027-01-31 23:59:59,Y
589,Ball Keep Product,Sports,Adidas,394.53,2027-01-27 05:06:32,2027-01-31 23:59:59,Y
590,Material Data Product,Clothing,Nike,496.56,2027-01-08 15:32:13,2027-01-31 23:59:59,Y
591,Record Food Product,Clothing,Sony,1024.51,2027-01-28 08:14:32,2027-01-31 23:59:59,Y
592,Trip Receive Product,Clothing,Adidas,20.22,2027-01-09 07:01:37,2027-01-31 23:59:59,Y
593,Test Risk Product,Clothing,Adidas,1283.77,2027-01-30 20:08:26,2027-01-31 23:59:59,Y
594,Language Federal Product,Electronics,Apple,965.6,2027-01-25 16:19:59,2027-01-29 16:19:59,Y
595,Consider Bill Product,Electronics,Adidas,236.3,2027-01-07 14:33:23,2027-01-31 23:59:59,Y
596,So Themselves Product,Home,Apple,495.43,2027-01-12 18:17:23,2027-01-31 23:59:59,Y
597,Check Until Product,Grocery,Apple,6.31,2027-01-11 10:04:46,2027-01-31 23:59:59,Y
598,Serious Everything Product,Sports,Apple,427.38,2027-01-19 17:38:43,2027-01-31 23:59:59,Y
599,Painting Apply Product,Toys,Nestle,936.76,2027-01-29 13:57:45,2027-01-31 23:59:59,Y
600,Huge Walk Product,Clothing,Adidas,295.87,2027-01-19 03:33:10,2027-01-31 23:59:59,Y
90,Fast Product,Clothing,Sony,102.02,2026-05-26 18:23:54,2027-01-22 18:23:43,Y
18,Upon Product,Electronics,Adidas,75.58,2026-02-07 06:19:11,2027-01-13 00:13:55,Y
121,Enter Product,Clothing,Nike,170.63,2026-06-07 12:28:58,2027-01-22 03:41:34,N
166,Growth Product,Clothing,Samsung,328.75,2026-06-11 05:21:40,2027-01-22 05:44:42,Y
118,State Product,Home,Samsung,80.34,2026-05-17 00:39:46,2027-01-11 23:14:19,Y
233,Wind Product,Electronics,LG,427.06,2026-02-07 09:08:47,2027-01-05 08:18:20,Y
400,Develop Product,Home,Adidas,292.99,2026-01-17 01:17:51,2027-01-29 20:47:44,Y
54,Yeah Product,Sports,Sony,324.81,2026-03-29 08:02:24,2027-01-11 16:53:25,Y
107,Situation Product,Sports,Nestle,9.59,2026-06-10 09:13:56,2027-01-16 17:38:39,Y
195,At Product,Grocery,Samsung,300.6,2026-02-12 15:30:35,2027-01-02 00:47:40,Y
