order_id,customer_id,store_id,order_timestamp,payment_method,order_status,total_amount,created_timestamp,updated_timestamp,is_active
10025,1955,11,2027-01-26 20:20:55,Gift Card,Cancelled,2217.13,2027-01-28 17:09:06,2027-01-30 14:09:06,Y
10026,1223,6,2027-01-03 05:42:12,Cash,Cancelled,1013.69,2027-01-25 16:59:35,2027-01-26 13:59:35,Y
10027,876,25,2027-01-22 20:11:56,Online,Cancelled,3942.31,2027-01-28 20:45:26,2027-01-31 06:45:26,Y
10028,1948,4,2027-01-09 18:21:01,Credit Card,Pending,3207.56,2027-01-11 02:50:10,2027-01-11 17:50:10,Y
10029,1566,20,2027-01-15 17:17:45,Credit Card,Completed,5134.17,2027-01-16 13:04:26,2027-01-17 20:04:26,Y
10030,489,8,2027-01-21 22:06:39,Gift Card,Returned,4832.05,2027-01-23 22:16:41,2027-01-24 16:16:41,Y
10031,586,11,2027-01-20 21:38:06,Online,Returned,2768.76,2027-01-10 13:15:10,2027-01-12 05:15:10,Y
10032,533,18,2027-01-03 12:52:28,Online,Returned,2083.65,2027-01-29 09:31:14,2027-01-31 09:31:14,Y
10033,717,5,2027-01-31 15:54:25,Online,Completed,1604.96,2027-01-28 20:21:56,2027-01-31 12:21:56,Y
10034,201,9,2027-01-11 19:35:44,Online,Completed,858.18,2027-01-30 03:58:04,2027-01-30 10:58:04,Y
10035,1769,10,2027-01-16 20:13:01,Online,Pending,362.39,2027-01-15 03:17:46,2027-01-16 10:17:46,Y
10036,538,9,2027-01-24 20:11:21,Gift Card,Pending,4136.66,2027-01-08 21:07:33,2027-01-10 00:07:33,Y
10037,1409,18,2027-01-23 06:20:09,Debit Card,Pending,594.92,2027-01-26 23:36:08,2027-01-29 10:36:08,Y
10038,866,13,2027-01-04 03:44:49,Online,Completed,3084.98,2027-01-24 17:42:51,2027-01-26 01:42:51,Y
10039,978,14,2027-01-08 13:56:18,Debit Card,Cancelled,2800.62,2027-01-27 22:49:51,2027-01-28 08:49:51,Y
10040,1486,10,2027-01-15 17:05:32,Gift Card,Completed,368.4,2027-01-06 10:45:39,2027-01-08 02:45:39,Y
10041,1983,21,2027-01-03 12:36:46,Cash,Pending,3095.38,2027-01-01 02:24:00,2027-01-01 15:24:00,Y
10042,987,18,2027-01-06 15:57:01,Cash,Returned,1462.55,2027-01-07 05:29:21,2027-01-08 02:29:21,Y
10043,371,15,2027-01-25 06:40:50,Cash,Returned,244.33,2027-01-18 16:13:22,2027-01-20 21:13:22,Y
10044,1794,21,2027-01-03 21:24:26,Gift Card,Returned,4783.6,2027-01-14 08:56:30,2027-01-16 06:56:30,Y
10045,725,7,2027-01-04 21:11:22,Online,Cancelled,1837.31,2027-01-26 08:20:10,2027-01-27 08:20:10,Y
10046,1706,24,2027-01-28 10:53:56,Cash,Completed,3038.99,2027-01-03 14:14:17,2027-01-06 00:14:17,Y
10047,792,17,2027-01-29 07:19:53,Cash,Completed,1602.83,2027-01-03 15:39:27,2027-01-04 06:39:27,Y
10048,1129,2,2027-01-16 14:09:43,Cash,Completed,2566.8,2027-01-02 18:17:08,2027-01-03 16:17:08,Y
10049,817,4,2027-01-06 01:28:47,Credit Card,Pending,3797.93,2027-01-23 01:02:07,2027-01-25 16:02:07,Y
10050,1932,13,2027-01-28 04:16:52,Online,Pending,30.9,2027-01-22 21:24:39,2027-01-25 15:24:39,Y
10051,1805,24,2027-01-03 21:54:35,Online,Cancelled,4423.89,2027-01-16 05:13:02,2027-01-17 11:13:02,Y
10052,644,11,2027-01-22 07:22:23,Online,Pending,1828.92,2027-01-07 09:53:00,2027-01-07 12:53:00,Y
10053,445,21,2027-01-19 20:31:31,Gift Card,Returned,2207.06,2027-01-18 16:26:44,2027-01-19 21:26:44,Y
10054,1166,4,2027-01-25 03:29:15,Debit Card,Pending,1996.37,2027-01-11 12:30:37,2027-01-12 05:30:37,Y
10055,1196,5,2027-01-24 19:49:22,Cash,Pending,379.56,2027-01-13 15:00:12,2027-01-15 01:00:12,Y
10056,941,12,2027-01-31 18:32:10,Debit Card,Returned,663.36,2027-01-15 08:04:12,2027-01-18 07:04:12,Y
10057,1707,15,2027-01-20 05:01:50,Debit Card,Cancelled,1877.88,2027-01-31 23:13:33,2027-01-31 23:59:59,Y
10058,1264,20,2027-01-06 23:02:04,Gift Card,Pending,125.3,2027-01-01 03:11:03,2027-01-01 16:11:03,Y
10059,924,3,2027-01-25 19:45:40,Credit Card,Pending,3524.25,2027-01-15 04:50:24,2027-01-15 05:50:24,Y
10060,1357,2,2027-01-28 17:35:11,Cash,Cancelled,2546.48,2027-01-17 12:52:17,2027-01-20 09:52:17,Y
10061,545,6,2027-01-14 09:59:16,Gift Card,Completed,917.25,2027-01-26 19:13:55,2027-01-29 11:13:55,Y
10062,708,20,2027-01-06 20:43:57,Gift Card,Cancelled,1125.41,2027-01-29 04:45:37,2027-01-31 11:45:37,Y
10063,239,18,2027-01-26 16:49:59,Cash,Returned,1307.19,2027-01-26 18:36:31,2027-01-27 20:36:31,Y
10064,669,6,2027-01-19 13:29:11,Online,Returned,1879.35,2027-01-29 04:35:33,2027-01-30 23:35:33,Y
10065,1667,22,2027-01-19 20:18:51,Cash,Completed,5734.04,2027-01-23 08:06:00,2027-01-25 05:06:00,Y
10066,676,15,2027-01-22 15:22:10,Online,Cancelled,2182.98,2027-01-13 21:27:19,2027-01-14 02:27:19,Y
10067,1979,21,2027-01-13 09:54:35,Cash,Returned,5073.93,2027-01-30 07:13:59,2027-01-31 23:59:59,Y
10068,220,12,2027-01-20 02:02:27,Gift Card,Returned,3285.44,2027-01-12 22:31:55,2027-01-15 11:31:55,Y
10069,1395,10,2027-01-25 08:10:33,Gift Card,Cancelled,3155.91,2027-01-24 15:03:14,2027-01-26 19:03:14,Y
10070,1113,14,2027-01-02 15:41:09,Cash,Returned,2844.07,2027-01-20 22:52:24,2027-01-22 06:52:24,Y
10071,970,2,2027-01-06 10:52:43,Credit Card,Cancelled,1210.9,2027-01-18 09:16:47,2027-01-20 09:16:47,Y
10072,143,9,2027-01-15 11:33:18,Gift Card,Returned,5068.74,2027-01-06 18:45:21,2027-01-06 19:45:21,Y
10073,1027,25,2027-01-01 17:49:26,Gift Card,Returned,4679.98,2027-01-31 02:41:16,2027-01-31 23:59:59,Y
10074,1199,2,2027-01-10 07:30:02,Credit Card,Pending,3381.28,2027-01-26 04:47:07,2027-01-26 15:47:07,Y
10075,1319,10,2027-01-09 01:14:07,Gift Card,Pending,2633.89,2027-01-06 16:50:39,2027-01-08 18:50:39,Y
10076,530,4,2027-01-30 10:17:19,Online,Returned,875.73,2027-01-30 11:27:47,2027-01-31 23:59:59,Y
10077,985,20,2027-01-02 02:20:51,Online,Completed,5012.17,2027-01-28 23:31:55,2027-01-31 03:31:55,Y
10078,430,9,2027-01-22 11:39:38,Cash,Returned,3554.49,2027-01-19 08:38:16,2027-01-19 21:38:16,Y
10079,961,21,2027-01-20 17:59:21,Debit Card,Returned,1554.21,2027-01-19 08:08:23,2027-01-20 15:08:23,Y
10080,1858,3,2027-01-13 06:03:05,Online,Cancelled,214.16,2027-01-09 18:54:56,2027-01-12 14:54:56,Y
10081,464,5,2027-01-24 12:42:57,Gift Card,Cancelled,635.64,2027-01-26 02:35:57,2027-01-29 01:35:57,Y
10082,1692,20,2027-01-09 02:32:41,Debit Card,Cancelled,1157.72,2027-01-29 22:44:36,2027-01-31 23:59:59,Y
10083,460,21,2027-01-28 00:01:29,Gift Card,Cancelled,2712.97,2027-01-14 09:56:09,2027-01-14 22:56:09,Y
10084,184,23,2027-01-31 20:54:27,Credit Card,Cancelled,3717.5,2027-01-28 08:45:19,2027-01-28 19:45:19,Y
10085,327,24,2027-01-18 13:28:27,Online,Pending,5270.66,2027-01-19 14:11:37,2027-01-20 16:11:37,Y
10086,160,5,2027-01-18 10:57:26,Online,Cancelled,1096.74,2027-01-15 00:00:07,2027-01-17 02:00:07,Y
10087,491,14,2027-01-02 12:55:29,Cash,Pending,2302.8,2027-01-17 14:25:19,2027-01-18 10:25:19,Y
10088,1030,19,2027-01-13 08:43:55,Online,Pending,3140.03,2027-01-17 07:08:22,2027-01-18 20:08:22,Y
10089,1197,1,2027-01-30 20:44:11,Online,Returned,1692.69,2027-01-10 13:45:38,2027-01-10 17:45:38,Y
10090,1120,21,2027-01-16 16:24:06,Online,Returned,6216.57,2027-01-02 19:56:12,2027-01-03 04:56:12,Y
10091,127,8,2027-01-02 17:28:36,Gift Card,Returned,2789.04,2027-01-15 01:18:30,2027-01-18 00:18:30,Y
10092,1768,9,2027-01-24 17:11:10,Credit Card,Cancelled,3483.09,2027-01-30 10:18:55,2027-01-30 23:18:55,Y
10093,917,25,2027-01-14 20:38:43,Debit Card,Completed,2360.93,2027-01-02 07:58:29,2027-01-02 21:58:29,Y
10094,1418,16,2027-01-26 12:15:15,Credit Card,Completed,1321.83,2027-01-22 04:04:31,2027-01-22 19:04:31,Y
10095,1615,14,2027-01-23 06:55:19,Credit Card,Cancelled,2703.11,2027-01-07 00:19:20,2027-01-09 21:19:20,Y
10096,1137,12,2027-01-09 05:53:29,Cash,Pending,1325.34,2027-01-25 10:38:17,2027-01-26 16:38:17,Y
10097,542,14,2027-01-24 11:42:13,Online,Pending,502.35,2027-01-05 01:15:14,2027-01-07 05:15:14,Y
10098,1644,21,2027-01-04 00:11:26,Gift Card,Pending,3003.34,2027-01-25 01:34:57,2027-01-25 11:34:57,Y
10099,1392,25,2027-01-31 21:22:47,Credit Card,Completed,4974.23,2027-01-17 05:56:06,2027-01-20 00:56:06,Y
10100,655,24,2027-01-18 03:21:32,Debit Card,Returned,1192.65,2027-01-10 04:36:22,2027-01-12 23:36:22,Y
10101,1360,12,2027-01-24 11:21:52,Cash,Completed,918.42,2027-01-12 05:35:09,2027-01-13 20:35:09,Y
10102,1869,15,2027-01-30 05:01:50,Online,Returned,1576.7,2027-01-24 10:55:59,2027-01-24 18:55:59,Y
10103,1922,24,2027-01-17 16:57:14,Cash,Returned,2672.06,2027-01-03 14:57:33,2027-01-05 21:57:33,Y
10104,403,9,2027-01-01 00:31:10,Credit Card,Returned,2721.38,2027-01-03 10:42:35,2027-01-05 07:42:35,Y
10105,1723,7,2027-01-26 17:05:56,Online,Returned,3542.82,2027-01-22 17:36:06,2027-01-24 20:36:06,Y
10106,138,9,2027-01-14 03:27:18,Credit Card,Completed,2884.89,2027-01-01 07:29:34,2027-01-01 16:29:34,Y
10107,1225,18,2027-01-26 07:57:19,Debit Card,Pending,2487.1,2027-01-31 09:45:10,2027-01-31 11:45:10,Y
10108,1596,9,2027-01-09 20:18:54,Cash,Cancelled,600.98,2027-01-22 22:36:00,2027-01-24 02:36:00,Y
10109,580,18,2027-01-01 16:00:06,Gift Card,Completed,2417.13,2027-01-01 10:48:25,2027-01-03 09:48:25,Y
10110,1216,24,2027-01-12 13:00:22,Gift Card,Completed,1294.34,2027-01-24 22:09:40,2027-01-26 08:09:40,Y
10111,190,16,2027-01-16 01:12:57,Gift Card,Returned,5404.66,2027-01-13 04:03:46,2027-01-13 13:03:46,Y
10112,864,13,2027-01-12 03:59:21,Online,Pending,4932.55,2027-01-26 18:22:54,2027-01-28 20:22:54,Y
10113,1414,8,2027-01-22 22:41:34,Debit Card,Pending,2627.19,2027-01-06 15:50:31,2027-01-08 19:50:31,Y
10114,1743,23,2027-01-12 05:27:06,Gift Card,Pending,2391.37,2027-01-25 22:49:41,2027-01-26 12:49:41,Y
10115,1122,6,2027-01-28 04:02:45,Credit Card,Pending,1330.71,2027-01-25 21:39:25,2027-01-26 08:39:25,Y
10116,1069,9,2027-01-07 12:19:19,Online,Pending,3618.47,2027-01-04 07:27:07,2027-01-07 03:27:07,Y
10117,934,7,2027-01-27 04:12:24,Debit Card,Returned,352.25,2027-01-17 21:14:56,2027-01-20 05:14:56,Y
10118,1424,3,2027-01-13 00:08:50,Gift Card,Cancelled,59.72,2027-01-02 18:55:19,2027-01-03 15:55:19,Y
10119,1001,23,2027-01-14 00:34:44,Cash,Returned,881.9,2027-01-16 19:28:27,2027-01-18 23:28:27,Y
10120,828,17,2027-01-20 04:18:51,Gift Card,Cancelled,484.78,2027-01-16 04:38:25,2027-01-16 19:38:25,Y
10121,1493,5,2027-01-15 12:57:32,Credit Card,Pending,4575.61,2027-01-08 05:35:24,2027-01-08 10:35:24,Y
10122,1680,4,2027-01-01 15:00:28,Debit Card,Completed,818.32,2027-01-02 19:54:35,2027-01-05 11:54:35,Y
10123,1938,5,2027-01-30 15:17:37,Gift Card,Pending,2460.65,2027-01-29 13:03:15,2027-01-31 12:03:15,Y
10124,1378,1,2027-01-05 01:40:28,Gift Card,Pending,3133.64,2027-01-31 08:14:35,2027-01-31 23:59:59,Y
10125,1453,1,2027-01-07 00:57:45,Credit Card,Cancelled,3051.88,2027-01-17 18:23:39,2027-01-18 06:23:39,Y
10126,234,19,2027-01-29 06:07:11,Credit Card,Returned,2798.95,2027-01-14 21:01:30,2027-01-15 14:01:30,Y
10127,647,16,2027-01-28 04:23:14,Debit Card,Cancelled,2348.98,2027-01-16 07:55:27,2027-01-19 07:55:27,Y
10128,723,2,2027-01-19 01:02:40,Cash,Pending,3385.21,2027-01-23 18:51:20,2027-01-25 02:51:20,Y
10129,432,10,2027-01-25 13:37:26,Gift Card,Completed,2322.65,2027-01-04 07:14:10,2027-01-04 11:14:10,Y
10130,726,7,2027-01-27 17:12:48,Online,Pending,689.93,2027-01-19 06:19:36,2027-01-19 14:19:36,Y
10131,1255,19,2027-01-16 01:11:19,Online,Pending,4048.16,2027-01-01 01:10:48,2027-01-03 04:10:48,Y
10132,328,23,2027-01-26 09:23:22,Gift Card,Returned,3115.54,2027-01-01 01:04:16,2027-01-01 16:04:16,Y
10133,119,2,2027-01-12 04:45:15,Online,Pending,663.73,2027-01-13 17:42:15,2027-01-13 23:42:15,Y
10134,1590,12,2027-01-28 10:58:57,Credit Card,Completed,4778.2,2027-01-18 21:48:29,2027-01-19 15:48:29,Y
10135,1577,4,2027-01-28 11:16:00,Cash,Cancelled,814.72,2027-01-31 02:22:40,2027-01-31 21:22:40,Y
10136,280,3,2027-01-02 11:59:03,Online,Completed,4812.48,2027-01-22 16:36:33,2027-01-25 05:36:33,Y
10137,1924,14,2027-01-21 16:13:43,Debit Card,Returned,487.32,2027-01-09 06:13:04,2027-01-11 11:13:04,Y
10138,151,3,2027-01-23 09:35:50,Online,Cancelled,974.25,2027-01-13 05:51:42,2027-01-13 08:51:42,Y
10139,630,3,2027-01-02 17:09:50,Online,Pending,4319.66,2027-01-24 08:13:37,2027-01-24 12:13:37,Y
10140,583,20,2027-01-10 13:57:44,Gift Card,Returned,3155.88,2027-01-17 02:15:07,2027-01-18 11:15:07,Y
10141,104,22,2027-01-13 20:33:18,Online,Completed,671.31,2027-01-06 13:58:02,2027-01-06 20:58:02,Y
10142,1070,4,2027-01-07 11:44:02,Credit Card,Returned,2172.63,2027-01-13 16:43:20,2027-01-16 06:43:20,Y
10143,1698,1,2027-01-19 16:15:37,Gift Card,Completed,4381.62,2027-01-25 13:07:09,2027-01-27 21:07:09,Y
10144,149,21,2027-01-11 15:17:03,Online,Returned,1211.08,2027-01-15 16:07:05,2027-01-17 15:07:05,Y
10145,1492,13,2027-01-30 08:51:03,Cash,Returned,1881.39,2027-01-11 05:30:29,2027-01-13 11:30:29,Y
10146,1837,15,2027-01-17 13:32:01,Online,Pending,4394.5,2027-01-17 10:23:15,2027-01-19 01:23:15,Y
10147,831,1,2027-01-10 20:10:59,Debit Card,Pending,1777.45,2027-01-10 01:33:55,2027-01-10 04:33:55,Y
10148,605,6,2027-01-06 18:58:43,Gift Card,Pending,2227.16,2027-01-14 00:28:13,2027-01-16 01:28:13,Y
10149,1609,4,2027-01-08 17:44:04,Cash,Pending,2217.6,2027-01-23 05:37:49,2027-01-23 16:37:49,Y
10150,1780,8,2027-01-26 22:48:57,Online,Cancelled,1131.96,2027-01-10 11:23:20,2027-01-10 23:23:20,Y
10151,867,12,2027-01-10 07:48:38,Cash,Completed,214.75,2027-01-29 14:32:05,2027-01-31 06:32:05,Y
10152,827,21,2027-01-18 17:24:40,Online,Cancelled,2166.53,2027-01-02 06:33:26,2027-01-04 00:33:26,Y
10153,1841,18,2027-01-27 18:17:09,Gift Card,Completed,715.0,2027-01-02 04:21:25,2027-01-03 14:21:25,Y
10154,510,11,2027-01-20 22:09:08,Debit Card,Cancelled,4155.42,2027-01-28 11:15:49,2027-01-30 17:15:49,Y
10155,1704,5,2027-01-02 05:25:29,Online,Completed,1775.66,2027-01-05 23:49:02,2027-01-06 17:49:02,Y
10156,823,24,2027-01-19 09:42:13,Debit Card,Completed,2440.44,2027-01-01 15:54:09,2027-01-03 16:54:09,Y
10157,1510,21,2027-01-27 00:23:21,Cash,Cancelled,3165.07,2027-01-02 20:47:54,2027-01-04 17:47:54,Y
10158,454,3,2027-01-09 01:35:53,Cash,Completed,2356.66,2027-01-23 04:53:20,2027-01-24 06:53:20,Y
10159,766,6,2027-01-12 05:11:44,Credit Card,Returned,2273.95,2027-01-27 22:29:21,2027-01-30 17:29:21,Y
10160,1267,14,2027-01-18 02:48:26,Debit Card,Completed,1670.91,2027-01-24 09:52:22,2027-01-26 15:52:22,Y
10161,1193,22,2027-01-10 22:05:42,Cash,Cancelled,4887.1,2027-01-06 18:01:49,2027-01-09 13:01:49,Y
10162,269,6,2027-01-12 01:32:36,Cash,Completed,2226.07,2027-01-26 20:33:16,2027-01-28 16:33:16,Y
10163,1415,17,2027-01-27 10:14:03,Credit Card,Cancelled,1276.38,2027-01-13 21:25:31,2027-01-14 22:25:31,Y
10164,897,8,2027-01-16 15:05:58,Debit Card,Cancelled,884.04,2027-01-27 08:18:44,2027-01-29 11:18:44,Y
10165,446,9,2027-01-04 07:29:42,Online,Returned,1440.18,2027-01-29 23:58:27,2027-01-31 02:58:27,Y
10166,1081,23,2027-01-27 00:25:48,Cash,Completed,4131.72,2027-01-28 12:55:18,2027-01-28 19:55:18,Y
10167,1207,24,2027-01-12 15:38:10,Online,Pending,4541.86,2027-01-06 23:04:47,2027-01-08 17:04:47,Y
10168,1096,15,2027-01-02 01:39:19,Online,Returned,903.88,2027-01-20 01:53:32,2027-01-22 05:53:32,Y
10169,1595,25,2027-01-30 05:01:33,Online,Pending,2800.43,2027-01-08 21:23:11,2027-01-09 02:23:11,Y
10170,70,14,2027-01-15 18:00:46,Debit Card,Completed,4730.4,2027-01-12 15:23:36,2027-01-13 10:23:36,Y
10171,350,6,2027-01-23 10:40:31,Gift Card,Pending,2759.07,2027-01-22 01:04:33,2027-01-22 17:04:33,Y
10172,1950,25,2027-01-04 09:28:24,Gift Card,Returned,3906.26,2027-01-02 07:12:13,2027-01-04 17:12:13,Y
10173,910,17,2027-01-07 04:57:43,Credit Card,Pending,5181.24,2027-01-18 13:57:00,2027-01-21 08:57:00,Y
10174,65,12,2027-01-22 05:30:48,Online,Completed,1573.04,2027-01-30 10:54:21,2027-01-31 13:54:21,Y
10175,533,18,2027-01-09 07:12:05,Gift Card,Completed,1038.88,2027-01-21 13:57:09,2027-01-24 00:57:09,Y
10176,1740,10,2027-01-25 20:25:34,Gift Card,Completed,854.83,2027-01-10 18:44:08,2027-01-13 10:44:08,Y
10177,569,14,2027-01-24 08:19:19,Gift Card,Cancelled,6017.66,2027-01-20 05:48:17,2027-01-21 01:48:17,Y
10178,1998,14,2027-01-14 13:15:42,Cash,Cancelled,566.28,2027-01-19 19:37:30,2027-01-20 23:37:30,Y
10179,243,24,2027-01-25 19:25:57,Gift Card,Cancelled,2267.1,2027-01-31 00:42:24,2027-01-31 23:59:59,Y
10180,920,1,2027-01-02 09:58:16,Online,Completed,2744.06,2027-01-15 11:41:16,2027-01-16 19:41:16,Y
10181,190,4,2027-01-25 21:09:09,Credit Card,Pending,513.74,2027-01-22 02:14:59,2027-01-22 21:14:59,Y
10182,979,12,2027-01-16 11:03:10,Debit Card,Returned,4508.37,2027-01-08 09:01:09,2027-01-09 21:01:09,Y
10183,166,18,2027-01-05 12:59:24,Cash,Cancelled,2650.14,2027-01-22 16:26:58,2027-01-24 18:26:58,Y
10184,923,12,2027-01-05 05:45:31,Online,Completed,2470.43,2027-01-14 05:33:04,2027-01-16 17:33:04,Y
10185,1185,24,2027-01-30 09:03:29,Cash,Cancelled,2837.62,2027-01-08 23:59:52,2027-01-10 05:59:52,Y
10186,1252,13,2027-01-28 12:25:31,Online,Pending,13.17,2027-01-23 22:42:08,2027-01-25 21:42:08,Y
10187,1818,10,2027-01-26 15:43:09,Gift Card,Cancelled,2017.6,2027-01-31 18:44:24,2027-01-31 23:59:59,Y
10188,1573,5,2027-01-08 04:11:21,Credit Card,Returned,1370.15,2027-01-16 00:35:16,2027-01-17 00:35:16,Y
10189,149,14,2027-01-25 13:02:20,Credit Card,Pending,2314.92,2027-01-08 07:55:43,2027-01-08 11:55:43,Y
10190,486,11,2027-01-25 11:58:31,Gift Card,Cancelled,152.75,2027-01-05 21:45:06,2027-01-07 10:45:06,Y
10191,342,21,2027-01-10 05:56:39,Debit Card,Pending,1730.92,2027-01-21 09:58:02,2027-01-23 17:58:02,Y
10192,89,14,2027-01-27 01:44:07,Cash,Pending,772.13,2027-01-16 16:22:09,2027-01-17 07:22:09,Y
10193,1508,24,2027-01-25 08:24:46,Cash,Returned,803.31,2027-01-17 03:12:07,2027-01-19 14:12:07,Y
10194,345,7,2027-01-27 18:11:52,Gift Card,Returned,3201.04,2027-01-28 10:22:03,2027-01-30 14:22:03,Y
10195,1315,23,2027-01-08 18:22:55,Cash,Cancelled,2300.77,2027-01-27 02:54:40,2027-01-29 07:54:40,Y
10196,380,4,2027-01-01 00:38:39,Gift Card,Completed,3526.54,2027-01-29 23:40:46,2027-01-31 23:59:59,Y
10197,108,14,2027-01-31 09:08:31,Cash,Completed,1975.95,2027-01-04 11:28:12,2027-01-07 04:28:12,Y
10198,1818,5,2027-01-04 08:15:50,Credit Card,Pending,1293.95,2027-01-15 15:26:57,2027-01-17 10:26:57,Y
10199,1780,16,2027-01-27 18:16:59,Gift Card,Cancelled,4273.47,2027-01-14 19:01:39,2027-01-16 17:01:39,Y
10200,1557,17,2027-01-17 13:27:06,Credit Card,Returned,982.68,2027-01-15 03:45:51,2027-01-16 22:45:51,Y
10201,1933,25,2027-01-03 03:32:53,Cash,Cancelled,2701.2,2027-01-19 12:02:50,2027-01-22 06:02:50,Y
10202,545,23,2027-01-08 17:27:50,Credit Card,Completed,1462.58,2027-01-26 14:43:17,2027-01-26 17:43:17,Y
10203,1107,17,2027-01-07 09:26:18,Online,Pending,583.7,2027-01-08 17:18:13,2027-01-10 04:18:13,Y
10204,1232,12,2027-01-23 17:45:51,Gift Card,Returned,3686.32,2027-01-16 09:57:44,2027-01-18 13:57:44,Y
10205,1503,11,2027-01-25 06:34:44,Cash,Returned,1002.53,2027-01-03 20:39:30,2027-01-06 01:39:30,Y
10206,1729,17,2027-01-23 12:56:20,Cash,Returned,1339.91,2027-01-30 09:04:11,2027-01-31 23:59:59,Y
10207,1023,8,2027-01-14 02:21:38,Credit Card,Returned,1010.69,2027-01-10 10:17:03,2027-01-10 14:17:03,Y
10208,989,12,2027-01-18 14:39:09,Credit Card,Returned,2335.41,2027-01-06 14:46:24,2027-01-09 04:46:24,Y
10209,1964,21,2027-01-12 16:48:02,Gift Card,Completed,1618.92,2027-01-31 19:21:01,2027-01-31 23:59:59,Y
10210,1895,5,2027-01-04 06:58:39,Cash,Completed,1413.93,2027-01-29 17:38:55,2027-01-30 00:38:55,Y
10211,1415,17,2027-01-02 10:32:25,Online,Returned,362.88,2027-01-18 18:28:20,2027-01-21 07:28:20,Y
10212,980,10,2027-01-05 02:42:08,Online,Returned,817.54,2027-01-29 11:17:58,2027-01-31 23:59:59,Y
10213,875,15,2027-01-08 15:21:11,Cash,Completed,1864.52,2027-01-19 04:18:35,2027-01-19 23:18:35,Y
10214,698,8,2027-01-26 09:52:08,Debit Card,Completed,1611.36,2027-01-10 10:10:12,2027-01-10 18:10:12,Y
10215,342,21,2027-01-08 18:04:33,Debit Card,Completed,917.8,2027-01-15 06:27:04,2027-01-16 10:27:04,Y
10216,1997,14,2027-01-24 22:18:43,Cash,Returned,4412.25,2027-01-19 07:25:19,2027-01-21 15:25:19,Y
10217,1680,12,2027-01-15 20:32:36,Cash,Completed,1424.06,2027-01-10 07:14:19,2027-01-11 15:14:19,Y
10218,1262,19,2027-01-27 21:30:11,Gift Card,Pending,2965.18,2027-01-12 03:18:32,2027-01-14 21:18:32,Y
